run_dir,model_type,test_loss,test_corr,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,loo_mean_corr,model_sample_mean_corr,neurons_model_beats_loo,experiment,status,kernel_sizes,learning_rate,fc_dims,weight_decay,conv_channels
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0061_learning_rate=0.01,cnn,0.174425506,0.272724532,0.271489345,65727,65727,50,0.609961701,0.472757091,0.353950585,2,trial_0061_learning_rate=0.01,completed,[3],0.01,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0062_learning_rate=0.01,cnn,0.175365984,0.267409441,0.267429376,115007,115007,50,0.607005191,0.472757091,0.35275637,2,trial_0062_learning_rate=0.01,completed,[3],0.01,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0063_learning_rate=0.01,cnn,0.174390078,0.271795265,0.272233503,41087,41087,50,0.606093169,0.472757091,0.35213022,2,trial_0063_learning_rate=0.01,completed,[3],0.01,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0064_learning_rate=0.01,cnn,0.174578969,0.270916765,0.271488971,65727,65727,50,0.610272527,0.472757091,0.354283837,2,trial_0064_learning_rate=0.01,completed,[3],0.01,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0065_learning_rate=0.01,cnn,0.175018564,0.268013303,0.267640993,115007,115007,33,0.612275607,0.472757091,0.355828122,2,trial_0065_learning_rate=0.01,completed,[3],0.01,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0066_learning_rate=0.01,cnn,0.174438249,0.271239575,0.271094754,41087,41087,50,0.601988778,0.472757091,0.348621811,2,trial_0066_learning_rate=0.01,completed,[3],0.01,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0067_learning_rate=0.01,cnn,0.174355125,0.272963608,0.272599019,65727,65727,50,0.617262227,0.472757091,0.358921442,2,trial_0067_learning_rate=0.01,completed,[3],0.01,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0068_learning_rate=0.01,cnn,0.174913273,0.268070948,0.267566381,115007,115007,33,0.589077914,0.472757091,0.344608811,2,trial_0068_learning_rate=0.01,completed,[3],0.01,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0069_learning_rate=0.01,cnn,0.174448796,0.270800772,0.270937651,41087,41087,50,0.604993518,0.472757091,0.350146117,2,trial_0069_learning_rate=0.01,completed,[3],0.01,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0071_learning_rate=0.01,cnn,0.174789614,0.267719718,0.267933038,115007,115007,34,0.606061978,0.472757091,0.353374091,2,trial_0071_learning_rate=0.01,completed,[3],0.01,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0072_learning_rate=1.0e-04,cnn,0.178485142,0.233766615,0.237200254,46463,46463,50,0.45468594,0.472757091,0.26185093,2,trial_0072_learning_rate=1.0e-04,completed,[5],0.0001,[256],0,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0073_learning_rate=1.0e-04,cnn,0.176401569,0.251513588,0.253476874,76479,76479,50,0.513101788,0.472757091,0.29728024,2,trial_0073_learning_rate=1.0e-04,completed,[5],0.0001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0074_learning_rate=1.0e-04,cnn,0.17468556,0.265979263,0.26500269,136511,136511,50,0.555794815,0.472757091,0.324851453,2,trial_0074_learning_rate=1.0e-04,completed,[5],0.0001,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0075_learning_rate=1.0e-04,cnn,0.178888667,0.231379392,0.237183835,46463,46463,50,0.453642998,0.472757091,0.261610523,2,trial_0075_learning_rate=1.0e-04,completed,[5],0.0001,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0076_learning_rate=1.0e-04,cnn,0.176492597,0.251441845,0.253112335,76479,76479,50,0.509623537,0.472757091,0.295884167,2,trial_0076_learning_rate=1.0e-04,completed,[5],0.0001,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0077_learning_rate=1.0e-04,cnn,0.17479067,0.265187988,0.265852433,136511,136511,50,0.556064726,0.472757091,0.324842831,2,trial_0077_learning_rate=1.0e-04,completed,[5],0.0001,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0079_learning_rate=1.0e-04,cnn,0.176647716,0.251993919,0.253622646,76479,76479,50,0.509203718,0.472757091,0.296018143,2,trial_0079_learning_rate=1.0e-04,completed,[5],0.0001,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0080_learning_rate=1.0e-04,cnn,0.174693008,0.266235263,0.26736848,136511,136511,50,0.554334052,0.472757091,0.323039016,2,trial_0080_learning_rate=1.0e-04,completed,[5],0.0001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0082_learning_rate=1.0e-04,cnn,0.176858083,0.249671029,0.254477151,76479,76479,50,0.508848722,0.472757091,0.295597003,2,trial_0082_learning_rate=1.0e-04,completed,[5],0.0001,[256],0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0083_learning_rate=1.0e-04,cnn,0.17491625,0.264744586,0.265517143,136511,136511,50,0.545653034,0.472757091,0.320061585,2,trial_0083_learning_rate=1.0e-04,completed,[5],0.0001,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0084_learning_rate=1.0e-03,cnn,0.174333075,0.26739381,0.271205912,46463,46463,50,0.593777581,0.472757091,0.343466147,2,trial_0084_learning_rate=1.0e-03,completed,[5],0.001,[256],0,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0085_learning_rate=1.0e-03,cnn,0.173775076,0.272443059,0.274274443,76479,76479,50,0.614038794,0.472757091,0.354525707,2,trial_0085_learning_rate=1.0e-03,completed,[5],0.001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0086_learning_rate=1.0e-03,cnn,0.17350368,0.275706024,0.275285693,136511,136511,47,0.609941139,0.472757091,0.355423922,2,trial_0086_learning_rate=1.0e-03,completed,[5],0.001,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0087_learning_rate=1.0e-03,cnn,0.173889176,0.26915334,0.27030974,46463,46463,50,0.580199424,0.472757091,0.3374025,2,trial_0087_learning_rate=1.0e-03,completed,[5],0.001,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0088_learning_rate=1.0e-03,cnn,0.173771919,0.272527363,0.274344707,76479,76479,50,0.602516769,0.472757091,0.348612054,2,trial_0088_learning_rate=1.0e-03,completed,[5],0.001,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0089_learning_rate=1.0e-03,cnn,0.173891313,0.272669224,0.275227949,136511,136511,50,0.62828981,0.472757091,0.363297699,2,trial_0089_learning_rate=1.0e-03,completed,[5],0.001,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0090_learning_rate=1.0e-03,cnn,0.174186249,0.268282982,0.270793002,46463,46463,50,0.577971114,0.472757091,0.335135269,2,trial_0090_learning_rate=1.0e-03,completed,[5],0.001,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0091_learning_rate=1.0e-03,cnn,0.173950997,0.273713221,0.274242324,76479,76479,50,0.608352519,0.472757091,0.352351879,2,trial_0091_learning_rate=1.0e-03,completed,[5],0.001,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0092_learning_rate=1.0e-03,cnn,0.173895492,0.274984537,0.276290823,136511,136511,45,0.621704494,0.472757091,0.360759255,2,trial_0092_learning_rate=1.0e-03,completed,[5],0.001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0093_learning_rate=1.0e-03,cnn,0.174329536,0.267575108,0.270604056,46463,46463,50,0.590499408,0.472757091,0.342306041,2,trial_0093_learning_rate=1.0e-03,completed,[5],0.001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0094_learning_rate=1.0e-03,cnn,0.173761346,0.274606604,0.275479499,76479,76479,50,0.60059074,0.472757091,0.349363408,2,trial_0094_learning_rate=1.0e-03,completed,[5],0.001,[256],0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0095_learning_rate=1.0e-03,cnn,0.173913355,0.274202769,0.275429294,136511,136511,48,0.615808438,0.472757091,0.357820872,2,trial_0095_learning_rate=1.0e-03,completed,[5],0.001,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0096_learning_rate=0.01,cnn,0.173838669,0.2711147,0.27233843,46463,46463,50,0.595232522,0.472757091,0.345042915,2,trial_0096_learning_rate=0.01,completed,[5],0.01,[256],0,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0097_learning_rate=0.01,cnn,0.173801225,0.271311484,0.274098529,76479,76479,45,0.602954243,0.472757091,0.350582829,2,trial_0097_learning_rate=0.01,completed,[5],0.01,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0098_learning_rate=0.01,cnn,0.174882545,0.265887778,0.269074866,136511,136511,36,0.590469645,0.472757091,0.34397634,2,trial_0098_learning_rate=0.01,completed,[5],0.01,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0099_learning_rate=0.01,cnn,0.173897024,0.269777883,0.273940271,46463,46463,50,0.59774947,0.472757091,0.346351141,2,trial_0099_learning_rate=0.01,completed,[5],0.01,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0100_learning_rate=0.01,cnn,0.173897049,0.271652594,0.273056186,76479,76479,50,0.614246979,0.472757091,0.354879422,2,trial_0100_learning_rate=0.01,completed,[5],0.01,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0101_learning_rate=0.01,cnn,0.174956857,0.26674647,0.270442948,136511,136511,41,0.599180506,0.472757091,0.348273039,2,trial_0101_learning_rate=0.01,completed,[5],0.01,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0102_learning_rate=0.01,cnn,0.173853399,0.270794163,0.272506693,46463,46463,50,0.601158009,0.472757091,0.347955201,2,trial_0102_learning_rate=0.01,completed,[5],0.01,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0103_learning_rate=0.01,cnn,0.173990005,0.272209978,0.274197902,76479,76479,50,0.61456063,0.472757091,0.356008532,2,trial_0103_learning_rate=0.01,completed,[5],0.01,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0104_learning_rate=0.01,cnn,0.174478012,0.268850387,0.270181131,136511,136511,31,0.598648809,0.472757091,0.348692026,2,trial_0104_learning_rate=0.01,completed,[5],0.01,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0105_learning_rate=0.01,cnn,0.173597641,0.273126358,0.275102486,46463,46463,50,0.607689132,0.472757091,0.351382526,2,trial_0105_learning_rate=0.01,completed,[5],0.01,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0106_learning_rate=0.01,cnn,0.174106255,0.271544958,0.273921818,76479,76479,46,0.619485555,0.472757091,0.358535215,2,trial_0106_learning_rate=0.01,completed,[5],0.01,[256],0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0107_learning_rate=0.01,cnn,0.174271259,0.269218184,0.270173367,136511,136511,32,0.611786916,0.472757091,0.354768024,2,trial_0107_learning_rate=0.01,completed,[5],0.01,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0110_learning_rate=1.0e-04,cnn,0.174278788,0.261926902,0.263878248,190271,190271,50,0.550146993,0.472757091,0.31729271,2,trial_0110_learning_rate=1.0e-04,completed,[10],0.0001,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0116_learning_rate=1.0e-04,cnn,0.174602705,0.259514335,0.26376786,190271,190271,50,0.545970069,0.472757091,0.314230024,2,trial_0116_learning_rate=1.0e-04,completed,[10],0.0001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0117_learning_rate=1.0e-04,cnn,0.178753242,0.225620817,0.229425365,59903,59903,50,0.431657462,0.472757091,0.24296015,2,trial_0117_learning_rate=1.0e-04,completed,[10],0.0001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0119_learning_rate=1.0e-04,cnn,0.174252852,0.262527004,0.263497634,190271,190271,50,0.540393048,0.472757091,0.311322656,2,trial_0119_learning_rate=1.0e-04,completed,[10],0.0001,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0125_learning_rate=1.0e-03,cnn,0.173128143,0.271434703,0.27504706,190271,190271,40,0.616265421,0.472757091,0.354421568,2,trial_0125_learning_rate=1.0e-03,completed,[10],0.001,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0146_learning_rate=1.0e-04,cnn,0.175860062,0.25596221,0.262159664,405311,405311,50,0.454522089,0.472757091,0.260981404,2,trial_0146_learning_rate=1.0e-04,completed,[30],0.0001,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0153_learning_rate=1.0e-04,cnn,0.180744954,0.220349105,0.225930445,113663,113663,50,0.317384665,0.472757091,0.175818255,2,trial_0153_learning_rate=1.0e-04,completed,[30],0.0001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0164_learning_rate=1.0e-03,cnn,0.174033587,0.278918768,0.282070044,405311,405311,45,0.571820354,0.472757091,0.327805081,2,trial_0164_learning_rate=1.0e-03,completed,[30],0.001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0165_learning_rate=1.0e-03,cnn,0.174538821,0.264634576,0.269018927,113663,113663,50,0.527187142,0.472757091,0.299035815,2,trial_0165_learning_rate=1.0e-03,completed,[30],0.001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0172_learning_rate=0.01,cnn,0.175282718,0.274744553,0.275261605,210879,210879,50,0.543814229,0.472757091,0.312073672,2,trial_0172_learning_rate=0.01,completed,[30],0.01,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0174_learning_rate=0.01,cnn,0.172748385,0.274369289,0.274356689,113663,113663,50,0.557330989,0.472757091,0.314873651,2,trial_0174_learning_rate=0.01,completed,[30],0.01,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0193_learning_rate=1.0e-03,cnn,0.174094542,0.278387456,0.274288656,372159,372159,44,0.478046419,0.472757091,0.274790212,2,trial_0193_learning_rate=1.0e-03,completed,[60],0.001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0194_learning_rate=1.0e-03,cnn,0.174839882,0.280709637,0.280436073,727871,727871,39,0.501303859,0.472757091,0.288666902,2,trial_0194_learning_rate=1.0e-03,completed,[60],0.001,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0200_learning_rate=1.0e-03,cnn,0.174700566,0.279200125,0.279169584,727871,727871,39,0.495835941,0.472757091,0.286523145,2,trial_0200_learning_rate=1.0e-03,completed,[60],0.001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0211_learning_rate=0.01,cnn,0.178894663,0.273064164,0.269828919,372159,372159,50,0.4643872,0.472757091,0.268390052,2,trial_0211_learning_rate=0.01,completed,[60],0.01,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0212_learning_rate=0.01,cnn,0.177108307,0.268692597,0.269298662,727871,727871,24,0.490893718,0.472757091,0.281272634,2,trial_0212_learning_rate=0.01,completed,[60],0.01,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0001_learning_rate=1.0e-04,cnn,0.184471588,0.218882142,0.217333415,54975,54975,50,0.472008622,0.472757091,0.284049689,1,trial_0001_learning_rate=1.0e-04,completed,[1],0.0001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0003_learning_rate=1.0e-04,cnn,0.185228054,0.210579897,0.211408139,35711,35711,50,0.439887845,0.472757091,0.263350104,1,trial_0003_learning_rate=1.0e-04,completed,[1],0.0001,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0004_learning_rate=1.0e-04,cnn,0.184424737,0.220452149,0.218628385,54975,54975,50,0.477598924,0.472757091,0.287086962,1,trial_0004_learning_rate=1.0e-04,completed,[1],0.0001,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0006_learning_rate=1.0e-04,cnn,0.185027406,0.212821278,0.211709893,35711,35711,50,0.437600355,0.472757091,0.263733298,1,trial_0006_learning_rate=1.0e-04,completed,[1],0.0001,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0008_learning_rate=1.0e-04,cnn,0.184102704,0.223439121,0.223269729,93503,93503,50,0.510109094,0.472757091,0.30457126,1,trial_0008_learning_rate=1.0e-04,completed,[1],0.0001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0009_learning_rate=1.0e-04,cnn,0.185107578,0.212595869,0.210860047,35711,35711,50,0.447120589,0.472757091,0.269023364,1,trial_0009_learning_rate=1.0e-04,completed,[1],0.0001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0020_learning_rate=1.0e-03,cnn,0.183575363,0.231539555,0.230287496,93503,93503,50,0.57896297,0.472757091,0.341201397,1,trial_0020_learning_rate=1.0e-03,completed,[1],0.001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0022_learning_rate=1.0e-03,cnn,0.183446929,0.231477458,0.229388469,54975,54975,42,0.567674872,0.472757091,0.33625989,1,trial_0022_learning_rate=1.0e-03,completed,[1],0.001,[256],0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0025_learning_rate=0.01,cnn,0.183397856,0.231036648,0.230725881,54975,54975,50,0.581864431,0.472757091,0.34181399,1,trial_0025_learning_rate=0.01,completed,[1],0.01,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0026_learning_rate=0.01,cnn,0.18380001,0.228137208,0.228633143,93503,93503,50,0.56231187,0.472757091,0.331485243,1,trial_0026_learning_rate=0.01,completed,[1],0.01,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0028_learning_rate=0.01,cnn,0.183490752,0.231054455,0.230376984,54975,54975,50,0.551925414,0.472757091,0.326771605,1,trial_0028_learning_rate=0.01,completed,[1],0.01,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0029_learning_rate=0.01,cnn,0.183569827,0.228393266,0.228657735,93503,93503,44,0.567637219,0.472757091,0.333240506,1,trial_0029_learning_rate=0.01,completed,[1],0.01,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0031_learning_rate=0.01,cnn,0.183653089,0.230491349,0.22948232,54975,54975,35,0.570606192,0.472757091,0.335676375,1,trial_0031_learning_rate=0.01,completed,[1],0.01,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0033_learning_rate=0.01,cnn,0.183186337,0.233548534,0.230029556,35711,35711,50,0.58247386,0.472757091,0.342929104,1,trial_0033_learning_rate=0.01,completed,[1],0.01,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0078_learning_rate=1.0e-04,cnn,0.178791731,0.230644187,0.237948773,46463,46463,50,0.453301261,0.472757091,0.259486972,1,trial_0078_learning_rate=1.0e-04,completed,[5],0.0001,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0081_learning_rate=1.0e-04,cnn,0.178666083,0.232312647,0.23586959,46463,46463,50,0.445599112,0.472757091,0.256475645,1,trial_0081_learning_rate=1.0e-04,completed,[5],0.0001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0109_learning_rate=1.0e-04,cnn,0.176686575,0.241770926,0.247784537,103359,103359,50,0.490802479,0.472757091,0.27929442,1,trial_0109_learning_rate=1.0e-04,completed,[10],0.0001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0111_learning_rate=1.0e-04,cnn,0.178620432,0.228745204,0.232366441,59903,59903,50,0.433716453,0.472757091,0.243610115,1,trial_0111_learning_rate=1.0e-04,completed,[10],0.0001,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0112_learning_rate=1.0e-04,cnn,0.176536502,0.244718155,0.246981221,103359,103359,50,0.48467372,0.472757091,0.277540878,1,trial_0112_learning_rate=1.0e-04,completed,[10],0.0001,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0145_learning_rate=1.0e-04,cnn,0.177085576,0.243020053,0.247396443,210879,210879,50,0.400794955,0.472757091,0.225702352,1,trial_0145_learning_rate=1.0e-04,completed,[30],0.0001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0148_learning_rate=1.0e-04,cnn,0.177031408,0.242321166,0.247801433,210879,210879,50,0.382328639,0.472757091,0.218674503,1,trial_0148_learning_rate=1.0e-04,completed,[30],0.0001,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0149_learning_rate=1.0e-04,cnn,0.175726587,0.257273287,0.26376858,405311,405311,50,0.433105536,0.472757091,0.250354068,1,trial_0149_learning_rate=1.0e-04,completed,[30],0.0001,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0150_learning_rate=1.0e-04,cnn,0.17994925,0.223927697,0.227675092,113663,113663,50,0.323523149,0.472757091,0.177376226,1,trial_0150_learning_rate=1.0e-04,completed,[30],0.0001,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0151_learning_rate=1.0e-04,cnn,0.1776873,0.240805426,0.246893232,210879,210879,50,0.352552258,0.472757091,0.201833566,1,trial_0151_learning_rate=1.0e-04,completed,[30],0.0001,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0152_learning_rate=1.0e-04,cnn,0.175829105,0.256866132,0.26391469,405311,405311,50,0.448996951,0.472757091,0.258339794,1,trial_0152_learning_rate=1.0e-04,completed,[30],0.0001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0154_learning_rate=1.0e-04,cnn,0.17780751,0.240438239,0.246815225,210879,210879,50,0.380398214,0.472757091,0.218111503,1,trial_0154_learning_rate=1.0e-04,completed,[30],0.0001,[256],0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0155_learning_rate=1.0e-04,cnn,0.175682058,0.258059143,0.263983797,405311,405311,50,0.426026382,0.472757091,0.246117083,1,trial_0155_learning_rate=1.0e-04,completed,[30],0.0001,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0180_learning_rate=1.0e-04,cnn,0.180186412,0.227930194,0.228821772,194303,194303,50,0.264267103,0.472757091,0.14673654,1,trial_0180_learning_rate=1.0e-04,completed,[60],0.0001,[256],0,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0181_learning_rate=1.0e-04,cnn,0.177827913,0.247061677,0.249096457,372159,372159,50,0.314323293,0.472757091,0.180332604,1,trial_0181_learning_rate=1.0e-04,completed,[60],0.0001,[256],0,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0182_learning_rate=1.0e-04,cnn,0.176764493,0.261338892,0.261123876,727871,727871,50,0.371769674,0.472757091,0.218187881,1,trial_0182_learning_rate=1.0e-04,completed,[60],0.0001,[256],0,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0183_learning_rate=1.0e-04,cnn,0.180672946,0.223542366,0.224050885,194303,194303,50,0.237633627,0.472757091,0.131878886,1,trial_0183_learning_rate=1.0e-04,completed,[60],0.0001,[256],1.00E-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0184_learning_rate=1.0e-04,cnn,0.17766995,0.246910793,0.247880811,372159,372159,50,0.309241524,0.472757091,0.1772279,1,trial_0184_learning_rate=1.0e-04,completed,[60],0.0001,[256],1.00E-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0185_learning_rate=1.0e-04,cnn,0.17610127,0.263437973,0.260622918,727871,727871,50,0.369909513,0.472757091,0.21681679,1,trial_0185_learning_rate=1.0e-04,completed,[60],0.0001,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0186_learning_rate=1.0e-04,cnn,0.18121184,0.219559418,0.22266195,194303,194303,50,0.239087759,0.472757091,0.131602327,1,trial_0186_learning_rate=1.0e-04,completed,[60],0.0001,[256],0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0187_learning_rate=1.0e-04,cnn,0.177676787,0.247227634,0.247937034,372159,372159,50,0.301802397,0.472757091,0.175741799,1,trial_0187_learning_rate=1.0e-04,completed,[60],0.0001,[256],0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0188_learning_rate=1.0e-04,cnn,0.176555297,0.260907968,0.260619872,727871,727871,50,0.373938495,0.472757091,0.220376571,1,trial_0188_learning_rate=1.0e-04,completed,[60],0.0001,[256],0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0189_learning_rate=1.0e-04,cnn,0.180128461,0.226057943,0.228442909,194303,194303,50,0.256274569,0.472757091,0.141462827,1,trial_0189_learning_rate=1.0e-04,completed,[60],0.0001,[256],0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0191_learning_rate=1.0e-04,cnn,0.176174371,0.265267467,0.262012057,727871,727871,50,0.377243873,0.472757091,0.220965546,1,trial_0191_learning_rate=1.0e-04,completed,[60],0.0001,[256],0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0209_learning_rate=0.01,cnn,0.177296545,0.275130953,0.272078407,727871,727871,27,0.481204641,0.472757091,0.278000264,1,trial_0209_learning_rate=0.01,completed,[60],0.01,[256],1.00E-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_11-28-56/trial_0190_learning_rate=1.0e-04,cnn,0.178117906,0.243189109,0.246623881,372159,372159,50,0.297642909,0.472757091,0.172727629,0,trial_0190_learning_rate=1.0e-04,completed,[60],0.0001,[256],0.001,[128]
