pattern_name,source_file,source_budget,source_pattern_name,ori_idx,target_orientation_deg,start_timing_index,n_trials,steps_str
502011,generated_pattern_registration_6budget_600ms.pkl,6,5011,11,247.5,34,1,[0]ch8:dm-1;ch9:dm0;ch47:dm-1;ch74:dm0;ch77:dm2;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch9:dm1;ch36:dm0;ch77:dm2;ch83:dm2;ch90:dm-1;ch93:dm-1 | [5]ch9:dm1;ch19:dm-1;ch20:dm0;ch25:dm-1;ch36:dm2;ch74:dm2 | [6]ch14:dm0;ch19:dm2 | [7] | [8] | [9]
502003,generated_pattern_registration_6budget_600ms.pkl,6,503,3,67.5,35,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [5]ch19:dm-1;ch36:dm2;ch57:dm2;ch77:dm1;ch90:dm-1;ch93:dm2 | [6]ch8:dm1 | [7] | [8] | [9]
502010,generated_pattern_registration_6budget_600ms.pkl,6,5010,10,225.0,36,1,[0]ch9:dm0;ch15:dm-1;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch3:dm-1;ch9:dm0;ch15:dm-1;ch74:dm2;ch77:dm2;ch93:dm2 | [2]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch93:dm-1 | [3]ch36:dm0;ch74:dm0;ch77:dm2;ch83:dm2;ch90:dm-1;ch93:dm-1 | [4]ch19:dm-1;ch20:dm0;ch36:dm2;ch77:dm2;ch90:dm-1;ch93:dm2 | [5]ch36:dm2;ch57:dm2;ch66:dm-1;ch77:dm0;ch90:dm-1;ch93:dm2 | [6]ch9:dm1;ch14:dm0;ch57:dm2;ch65:dm1;ch66:dm-1;ch71:dm-1 | [7]ch65:dm1;ch66:dm-1 | [8]ch65:dm1;ch66:dm-1 | [9]ch19:dm1;ch66:dm-1
502000,generated_pattern_registration_6budget_600ms.pkl,6,500,0,0.0,37,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch36:dm0;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2 | [2]ch9:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch36:dm2;ch66:dm-1;ch77:dm1;ch90:dm-1;ch93:dm2 | [4]ch3:dm0;ch9:dm1;ch20:dm1;ch57:dm2;ch65:dm1;ch66:dm-1 | [5]ch1:dm1;ch66:dm-1;ch71:dm-1 | [6]ch52:dm-1;ch58:dm0 | [7] | [8] | [9]
502004,generated_pattern_registration_6budget_600ms.pkl,6,504,4,90.0,38,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [5]ch74:dm-1;ch77:dm2;ch83:dm2 | [6]ch3:dm-1;ch65:dm2 | [7] | [8] | [9]
502007,generated_pattern_registration_6budget_600ms.pkl,6,507,7,157.5,39,1,[0]ch8:dm-1;ch9:dm0;ch47:dm-1;ch74:dm0;ch77:dm2;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch19:dm-1;ch20:dm0;ch36:dm2;ch77:dm2;ch90:dm-1;ch93:dm2 | [4]ch36:dm1;ch65:dm2;ch72:dm-1;ch79:dm-1 | [5]ch54:dm-1 | [6] | [7] | [8] | [9]
502005,generated_pattern_registration_6budget_600ms.pkl,6,505,5,112.5,40,1,[0]ch8:dm-1;ch9:dm0;ch47:dm-1;ch74:dm0;ch77:dm2;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch9:dm0;ch74:dm0;ch77:dm2;ch83:dm2;ch89:dm-1;ch93:dm-1 | [5]ch19:dm-1;ch36:dm2;ch57:dm2;ch77:dm1;ch90:dm-1;ch93:dm2 | [6]ch5:dm1;ch9:dm1;ch65:dm1;ch66:dm-1 | [7]ch20:dm-1;ch41:dm2;ch71:dm-1 | [8] | [9]
502014,generated_pattern_registration_6budget_600ms.pkl,6,5014,14,315.0,41,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch5:dm-1;ch77:dm2;ch83:dm2 | [4] | [5]ch8:dm1;ch54:dm-1 | [6] | [7] | [8] | [9]
502012,generated_pattern_registration_6budget_600ms.pkl,6,5012,12,270.0,42,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [5]ch9:dm0;ch54:dm0;ch77:dm2;ch83:dm2;ch89:dm-1;ch93:dm-1 | [6]ch65:dm2 | [7] | [8]ch8:dm-1;ch15:dm0 | [9]
502006,generated_pattern_registration_6budget_600ms.pkl,6,506,6,135.0,43,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch89:dm-1;ch90:dm-1;ch93:dm-1 | [1]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch8:dm-1;ch90:dm2 | [5] | [6]ch5:dm0;ch8:dm-1 | [7] | [8] | [9]
502009,generated_pattern_registration_6budget_600ms.pkl,6,509,9,202.5,44,1,[0]ch9:dm0;ch15:dm-1;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch15:dm-1;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [2]ch9:dm0;ch15:dm-1;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [3]ch9:dm0;ch15:dm-1;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [4]ch19:dm-1;ch20:dm0;ch36:dm2;ch77:dm2;ch90:dm-1;ch93:dm2 | [5]ch19:dm-1;ch20:dm0;ch36:dm2;ch57:dm2;ch74:dm2;ch79:dm-1 | [6]ch9:dm1;ch14:dm0;ch57:dm2;ch65:dm1;ch66:dm-1;ch71:dm-1 | [7]ch9:dm1;ch36:dm1;ch57:dm0;ch65:dm1;ch66:dm-1;ch71:dm-1 | [8]ch65:dm1;ch66:dm-1 | [9]ch41:dm1;ch66:dm-1
502013,generated_pattern_registration_6budget_600ms.pkl,6,5013,13,292.5,45,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [4]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [5]ch9:dm0;ch19:dm-1;ch26:dm-1;ch36:dm2;ch74:dm2;ch84:dm1 | [6]ch72:dm-1;ch74:dm1;ch82:dm1 | [7] | [8] | [9]
502008,generated_pattern_registration_6budget_600ms.pkl,6,508,8,180.0,46,1,[0]ch8:dm-1;ch9:dm0;ch15:dm-1;ch74:dm0;ch77:dm2;ch93:dm2 | [1]ch9:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch9:dm0;ch19:dm-1;ch36:dm2;ch77:dm2;ch90:dm-1;ch93:dm2 | [4]ch9:dm1;ch36:dm2;ch57:dm2;ch66:dm-1;ch71:dm-1;ch74:dm2 | [5]ch57:dm2;ch66:dm-1;ch82:dm1 | [6] | [7] | [8] | [9]
502001,generated_pattern_registration_6budget_600ms.pkl,6,501,1,22.5,47,1,[0]ch8:dm-1;ch9:dm0;ch74:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [1]ch36:dm0;ch74:dm0;ch77:dm2;ch83:dm2;ch89:dm-1;ch93:dm-1 | [2]ch9:dm0;ch74:dm0;ch77:dm2;ch83:dm2;ch89:dm-1;ch93:dm-1 | [3]ch15:dm-1;ch36:dm0;ch74:dm2;ch77:dm2;ch90:dm-1;ch93:dm2 | [4]ch20:dm-1;ch36:dm2;ch47:dm0;ch77:dm2;ch90:dm-1;ch93:dm2 | [5]ch9:dm1;ch14:dm0;ch57:dm2;ch65:dm1;ch66:dm-1;ch71:dm-1 | [6]ch65:dm1;ch66:dm-1 | [7]ch19:dm1;ch66:dm-1 | [8]ch1:dm-1;ch9:dm-1;ch19:dm0;ch58:dm2;ch66:dm-1;ch71:dm-1 | [9]
502015,generated_pattern_registration_6budget_600ms.pkl,6,5015,15,337.5,48,1,[0]ch8:dm-1;ch9:dm0;ch47:dm-1;ch74:dm0;ch77:dm2;ch93:dm2 | [1]ch9:dm0;ch15:dm-1;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch36:dm2;ch57:dm2;ch74:dm-1;ch77:dm1;ch90:dm-1;ch93:dm2 | [4]ch65:dm1;ch66:dm-1 | [5]ch1:dm2;ch41:dm2;ch58:dm-1;ch66:dm-1;ch71:dm-1 | [6] | [7] | [8] | [9]
503002,generated_pattern_registration_8budget_600ms.pkl,8,502,2,45.0,49,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch15:dm-1;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2;ch84:dm0;ch89:dm-1 | [2]ch9:dm0;ch36:dm0;ch74:dm-1;ch77:dm2;ch83:dm2;ch89:dm-1;ch90:dm0;ch93:dm-1 | [3]ch93:dm2 | [4]ch1:dm1;ch3:dm0;ch47:dm2;ch54:dm0;ch87:dm0;ch90:dm-1;ch91:dm2;ch93:dm-1 | [5]ch1:dm2;ch13:dm0;ch36:dm-1;ch47:dm1;ch72:dm-1;ch87:dm-1;ch90:dm-1;ch93:dm1 | [6]ch1:dm2;ch26:dm-1;ch47:dm1;ch57:dm0;ch66:dm-1;ch71:dm-1;ch92:dm0;ch93:dm-1 | [7]ch1:dm2;ch3:dm1;ch13:dm1;ch15:dm2;ch47:dm1;ch66:dm-1;ch71:dm-1;ch92:dm1 | [8]ch1:dm2;ch3:dm1;ch15:dm1;ch47:dm1;ch58:dm1;ch66:dm-1;ch71:dm1;ch92:dm1 | [9]ch13:dm1;ch47:dm1;ch52:dm2
503011,generated_pattern_registration_8budget_600ms.pkl,8,5011,11,247.5,50,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch15:dm-1;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2;ch84:dm0;ch89:dm-1 | [2]ch9:dm0;ch15:dm-1;ch36:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch93:dm-1 | [3]ch20:dm0;ch93:dm2 | [4]ch3:dm0;ch47:dm2;ch91:dm2;ch93:dm-1 | [5]ch3:dm2;ch47:dm0;ch52:dm1;ch71:dm1;ch72:dm-1;ch87:dm0;ch92:dm2;ch93:dm-1 | [6] | [7]ch47:dm1;ch52:dm-1 | [8]ch11:dm-1;ch13:dm1;ch47:dm1;ch52:dm-1;ch71:dm2;ch72:dm-1;ch88:dm1;ch93:dm-1 | [9]
503003,generated_pattern_registration_8budget_600ms.pkl,8,503,3,67.5,51,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch15:dm-1;ch36:dm0;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch93:dm-1 | [3]ch93:dm2 | [4]ch41:dm2;ch93:dm2 | [5]ch1:dm1;ch13:dm1;ch47:dm1;ch52:dm-1;ch89:dm1;ch93:dm-1 | [6]ch13:dm1;ch47:dm1;ch52:dm-1;ch58:dm1;ch71:dm1;ch78:dm1;ch88:dm1;ch93:dm-1 | [7] | [8]ch52:dm-1 | [9]ch11:dm1;ch52:dm-1
503010,generated_pattern_registration_8budget_600ms.pkl,8,5010,10,225.0,52,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch36:dm0;ch57:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [2]ch9:dm1;ch36:dm0;ch77:dm2;ch79:dm-1;ch83:dm2;ch93:dm-1 | [3]ch5:dm0;ch47:dm0;ch79:dm-1;ch90:dm-1;ch93:dm2 | [4]ch3:dm1;ch41:dm2;ch82:dm-1;ch93:dm0 | [5]ch3:dm1;ch25:dm-1;ch41:dm1;ch47:dm0;ch71:dm2;ch72:dm-1;ch92:dm1;ch93:dm2 | [6]ch66:dm1;ch71:dm-1 | [7]ch13:dm1;ch47:dm2;ch52:dm2;ch66:dm-1;ch71:dm2;ch72:dm-1;ch92:dm2;ch93:dm-1 | [8]ch1:dm2;ch13:dm1;ch47:dm1;ch57:dm0;ch66:dm-1;ch71:dm-1;ch92:dm1 | [9]ch1:dm2;ch13:dm1;ch47:dm1;ch66:dm-1;ch71:dm1;ch72:dm-1;ch84:dm1;ch88:dm2
503000,generated_pattern_registration_8budget_600ms.pkl,8,500,0,0.0,53,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch5:dm0;ch19:dm-1;ch20:dm-1;ch47:dm0;ch57:dm2;ch77:dm2;ch90:dm-1;ch93:dm2 | [3]ch3:dm0;ch47:dm2;ch66:dm0;ch71:dm-1;ch87:dm1;ch90:dm-1;ch92:dm2;ch93:dm-1 | [4]ch1:dm2;ch13:dm1;ch15:dm1;ch47:dm2;ch66:dm-1;ch71:dm-1;ch92:dm1 | [5]ch1:dm2;ch13:dm1;ch19:dm1;ch47:dm1;ch66:dm-1;ch71:dm1;ch72:dm-1;ch92:dm1 | [6]ch1:dm-1;ch5:dm-1;ch13:dm1;ch25:dm1;ch52:dm0;ch71:dm-1;ch87:dm-1;ch93:dm-1 | [7]ch1:dm-1;ch5:dm-1;ch11:dm-1;ch47:dm1;ch52:dm1;ch72:dm-1;ch91:dm-1 | [8]ch1:dm-1;ch5:dm-1;ch47:dm1;ch52:dm1;ch66:dm-1 | [9]ch1:dm-1;ch15:dm1;ch47:dm1;ch52:dm-1;ch72:dm-1
503004,generated_pattern_registration_8budget_600ms.pkl,8,504,4,90.0,54,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2 | [2]ch9:dm0;ch36:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch93:dm-1 | [3]ch93:dm2 | [4]ch47:dm0;ch93:dm2 | [5]ch20:dm0;ch47:dm2;ch79:dm1;ch88:dm2;ch90:dm0;ch93:dm-1 | [6]ch3:dm1;ch47:dm1;ch52:dm-1;ch58:dm1;ch71:dm1;ch89:dm1;ch90:dm1;ch93:dm-1 | [7]ch5:dm-1;ch11:dm1;ch52:dm1;ch78:dm-1;ch91:dm-1;ch93:dm1 | [8]ch11:dm-1;ch13:dm1;ch47:dm1;ch52:dm-1;ch71:dm1;ch88:dm1;ch92:dm2;ch93:dm-1 | [9]
503007,generated_pattern_registration_8budget_600ms.pkl,8,507,7,157.5,55,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch3:dm0;ch36:dm2;ch54:dm0;ch57:dm0;ch77:dm1;ch83:dm2;ch90:dm-1;ch93:dm-1 | [3]ch3:dm2;ch20:dm2;ch41:dm1;ch47:dm1;ch87:dm0;ch90:dm-1;ch92:dm0;ch93:dm-1 | [4]ch1:dm2;ch13:dm1;ch47:dm1;ch52:dm-1;ch66:dm-1 | [5]ch1:dm1;ch5:dm-1;ch47:dm1;ch52:dm-1;ch72:dm-1 | [6]ch52:dm-1 | [7] | [8] | [9]
503005,generated_pattern_registration_8budget_600ms.pkl,8,505,5,112.5,56,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch15:dm-1;ch69:dm-1;ch74:dm1;ch77:dm2;ch82:dm0;ch83:dm2 | [2]ch8:dm-1;ch9:dm2;ch11:dm0;ch77:dm2;ch83:dm2;ch93:dm-1 | [3]ch93:dm2 | [4]ch20:dm1;ch41:dm0;ch82:dm-1;ch92:dm0;ch93:dm2 | [5]ch47:dm2;ch52:dm2;ch71:dm2;ch72:dm-1;ch79:dm-1;ch88:dm2;ch90:dm0;ch93:dm-1 | [6]ch3:dm1;ch13:dm1;ch26:dm-1;ch47:dm1;ch52:dm-1;ch71:dm1;ch92:dm2;ch93:dm-1 | [7]ch5:dm-1;ch13:dm1;ch47:dm1;ch52:dm-1;ch71:dm2;ch72:dm-1;ch88:dm1;ch93:dm-1 | [8]ch11:dm-1;ch13:dm1;ch47:dm1;ch52:dm-1;ch71:dm0;ch72:dm-1;ch93:dm-1 | [9]ch5:dm-1;ch11:dm-1;ch13:dm1;ch47:dm1;ch52:dm-1;ch72:dm-1;ch85:dm-1;ch88:dm-1
503014,generated_pattern_registration_8budget_600ms.pkl,8,5014,14,315.0,57,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch1:dm-1;ch9:dm2;ch25:dm0;ch57:dm0;ch77:dm0;ch83:dm2;ch90:dm-1;ch93:dm-1 | [3]ch15:dm0;ch25:dm1;ch52:dm1;ch92:dm1;ch93:dm-1 | [4]ch5:dm-1;ch11:dm-1;ch13:dm1;ch47:dm1;ch52:dm-1;ch72:dm-1;ch93:dm-1 | [5]ch47:dm1;ch52:dm-1 | [6]ch52:dm-1 | [7]ch52:dm-1 | [8] | [9]
503012,generated_pattern_registration_8budget_600ms.pkl,8,5012,12,270.0,58,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2 | [2]ch5:dm0;ch9:dm0;ch13:dm-1;ch47:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2 | [3]ch93:dm2 | [4]ch20:dm1;ch47:dm0;ch90:dm-1;ch93:dm2 | [5]ch13:dm0;ch47:dm2;ch69:dm0;ch71:dm2;ch72:dm-1;ch88:dm2;ch90:dm-1;ch93:dm-1 | [6]ch13:dm1;ch47:dm1;ch52:dm-1;ch58:dm1;ch71:dm1;ch78:dm1;ch88:dm1;ch93:dm-1 | [7] | [8]ch52:dm-1 | [9]ch5:dm1;ch47:dm1;ch52:dm-1;ch93:dm1
503006,generated_pattern_registration_8budget_600ms.pkl,8,506,6,135.0,59,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm0;ch47:dm-1;ch69:dm-1;ch77:dm2;ch83:dm2 | [3]ch20:dm0;ch93:dm2 | [4]ch20:dm1;ch36:dm-1 | [5]ch52:dm-1 | [6]ch52:dm-1 | [7]ch52:dm-1 | [8]ch52:dm-1 | [9]
503009,generated_pattern_registration_8budget_600ms.pkl,8,509,9,202.5,60,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch89:dm-1 | [2]ch11:dm0;ch36:dm2;ch57:dm0;ch77:dm2;ch79:dm-1;ch83:dm2;ch90:dm-1;ch93:dm-1 | [3]ch20:dm0;ch25:dm-1;ch47:dm0;ch90:dm-1;ch93:dm2 | [4]ch36:dm1;ch41:dm2;ch82:dm-1;ch93:dm0 | [5]ch66:dm1;ch71:dm-1 | [6]ch52:dm1;ch71:dm-1;ch93:dm1 | [7]ch1:dm2;ch13:dm1;ch47:dm1;ch57:dm0;ch66:dm-1;ch71:dm-1;ch78:dm1;ch92:dm1 | [8]ch1:dm2;ch13:dm1;ch15:dm1;ch47:dm1;ch66:dm-1;ch71:dm-1;ch92:dm1;ch93:dm-1 | [9]ch1:dm2;ch13:dm-1;ch15:dm2;ch52:dm-1;ch57:dm0;ch66:dm-1;ch71:dm-1;ch93:dm-1
503013,generated_pattern_registration_8budget_600ms.pkl,8,5013,13,292.5,61,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch15:dm-1;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2;ch84:dm0;ch89:dm-1 | [2]ch8:dm-1;ch9:dm2;ch11:dm0;ch77:dm2;ch83:dm2;ch93:dm-1 | [3]ch93:dm2 | [4]ch41:dm2;ch93:dm2 | [5]ch13:dm1;ch47:dm1;ch52:dm-1;ch71:dm1;ch78:dm1;ch88:dm1;ch93:dm-1 | [6] | [7]ch1:dm2;ch13:dm1;ch47:dm1;ch52:dm-1;ch71:dm1;ch78:dm1;ch79:dm-1;ch93:dm-1 | [8] | [9]ch11:dm1;ch52:dm-1
503008,generated_pattern_registration_8budget_600ms.pkl,8,508,8,180.0,62,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch9:dm1;ch15:dm-1;ch36:dm0;ch58:dm0;ch77:dm2;ch83:dm2;ch90:dm-1;ch93:dm-1 | [3]ch3:dm2;ch41:dm2;ch54:dm0;ch71:dm-1;ch87:dm2;ch90:dm-1;ch91:dm0;ch93:dm-1 | [4]ch19:dm1;ch71:dm-1;ch92:dm1 | [5]ch1:dm2;ch47:dm1;ch52:dm-1;ch57:dm0;ch66:dm-1;ch71:dm-1 | [6]ch1:dm2;ch3:dm1;ch15:dm2;ch47:dm1;ch52:dm-1;ch58:dm1;ch71:dm1;ch92:dm1 | [7]ch1:dm2;ch3:dm1;ch15:dm2;ch47:dm1;ch52:dm-1;ch66:dm-1;ch71:dm1;ch92:dm1 | [8]ch1:dm1;ch5:dm-1;ch13:dm1;ch26:dm-1;ch47:dm1;ch52:dm-1;ch66:dm-1;ch72:dm-1 | [9]ch1:dm-1;ch5:dm-1;ch13:dm-1;ch15:dm1;ch41:dm0;ch47:dm1;ch52:dm-1;ch72:dm-1
503001,generated_pattern_registration_8budget_600ms.pkl,8,501,1,22.5,63,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch15:dm-1;ch69:dm-1;ch74:dm1;ch77:dm2;ch83:dm2;ch84:dm0;ch89:dm-1 | [2]ch3:dm0;ch9:dm2;ch15:dm-1;ch36:dm0;ch77:dm2;ch83:dm2;ch90:dm-1;ch93:dm-1 | [3]ch20:dm0;ch47:dm0;ch90:dm-1;ch93:dm2 | [4]ch47:dm1;ch71:dm-1;ch93:dm1 | [5]ch11:dm1;ch52:dm1;ch71:dm-1;ch93:dm1 | [6]ch1:dm2;ch26:dm-1;ch47:dm1;ch52:dm-1;ch57:dm0;ch66:dm-1;ch93:dm-1 | [7]ch1:dm2;ch19:dm-1;ch47:dm1;ch52:dm-1;ch66:dm-1;ch93:dm-1 | [8]ch1:dm2;ch5:dm-1;ch47:dm1;ch52:dm-1;ch57:dm0;ch66:dm-1;ch71:dm-1;ch92:dm0 | [9]ch1:dm2;ch47:dm1
503015,generated_pattern_registration_8budget_600ms.pkl,8,5015,15,337.5,64,1,[0]ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1;ch89:dm-1 | [1]ch9:dm0;ch57:dm-1;ch69:dm-1;ch74:dm0;ch77:dm2;ch83:dm2;ch84:dm-1 | [2]ch1:dm-1;ch20:dm0;ch57:dm2;ch77:dm2;ch91:dm-1;ch93:dm2 | [3]ch20:dm0;ch41:dm2;ch57:dm0;ch66:dm-1;ch71:dm-1;ch91:dm-1;ch92:dm1;ch93:dm0 | [4]ch1:dm2;ch3:dm1;ch13:dm1;ch47:dm2;ch66:dm-1;ch71:dm-1;ch72:dm-1;ch92:dm2 | [5]ch3:dm1;ch13:dm2;ch47:dm1;ch52:dm2;ch58:dm1;ch71:dm1;ch88:dm1;ch92:dm2 | [6]ch5:dm-1;ch13:dm1;ch15:dm-1;ch36:dm0;ch47:dm1;ch52:dm-1;ch72:dm-1;ch93:dm-1 | [7]ch1:dm-1;ch3:dm-1;ch5:dm-1;ch13:dm1;ch19:dm-1;ch52:dm1;ch71:dm-1 | [8]ch1:dm-1;ch5:dm-1;ch13:dm1;ch47:dm1;ch72:dm-1 | [9]ch1:dm-1;ch47:dm1;ch52:dm-1;ch72:dm-1
