model_type,test_loss,test_corr,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,loo_mean_corr,model_sample_mean_corr,neurons_model_beats_loo,experiment,status,kernel_sizes,learning_rate,weight_decay,conv_channels,sweep_name
cnn,0.168087054491043,0.3182574033920611,0.3251052813409615,100223,100223,50,0.629150990921513,0.4727570911147162,0.5383260578675195,38,trial_0114_learning_rate=1.0e-04,completed,[10],0.0001,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1646425124406814,0.3379226160205741,0.3448109382259322,183999,183999,50,0.6834037584499302,0.4727570911147162,0.5838574227796014,48,trial_0115_learning_rate=1.0e-04,completed,[10],0.0001,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1632379243373871,0.3474163713311084,0.3546842174903274,351551,351551,50,0.7196811948739625,0.4727570911147162,0.6191695067826261,54,trial_0116_learning_rate=1.0e-04,completed,[10],0.0001,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1679288934469223,0.3192219552304477,0.3259146057441122,100223,100223,50,0.6354999333173703,0.4727570911147162,0.5436086036148509,40,trial_0117_learning_rate=1.0e-04,completed,[10],0.0001,0.001,[64],base_cnn_kernel_sweep
cnn,0.1650498883724212,0.3365900589500377,0.3426622383450619,183999,183999,50,0.6839380201641395,0.4727570911147162,0.5864486227847042,52,trial_0118_learning_rate=1.0e-04,completed,[10],0.0001,0.001,[128],base_cnn_kernel_sweep
cnn,0.1627483777999878,0.3500186932750141,0.3576980951470851,351551,351551,50,0.7225029234133192,0.4727570911147162,0.6178015720561915,53,trial_0119_learning_rate=1.0e-04,completed,[10],0.0001,0.001,[256],base_cnn_kernel_sweep
cnn,0.1627481971979141,0.3460340229939918,0.3526466484176635,100223,100223,50,0.6823173711813534,0.4727570911147162,0.5540015796556946,40,trial_0120_learning_rate=1.0e-03,completed,[10],0.001,0.0,[64],base_cnn_kernel_sweep
cnn,0.1615681680440902,0.357885657951252,0.3623949022881885,183999,183999,48,0.7203061256349971,0.4727570911147162,0.5907095147334939,51,trial_0121_learning_rate=1.0e-03,completed,[10],0.001,0.0,[128],base_cnn_kernel_sweep
cnn,0.1608203972578048,0.3629751315158516,0.3683638328537842,351551,351551,35,0.7543239222741676,0.4727570911147162,0.6223703672278986,54,trial_0122_learning_rate=1.0e-03,completed,[10],0.001,0.0,[256],base_cnn_kernel_sweep
cnn,0.1629433894157409,0.3479872849718107,0.3541116459482185,100223,100223,50,0.6881118944198626,0.4727570911147162,0.5597916152009665,44,trial_0123_learning_rate=1.0e-03,completed,[10],0.001,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1612534509897232,0.3588883396210268,0.3642156157443494,183999,183999,45,0.7311440566737477,0.4727570911147162,0.5958479769147077,51,trial_0124_learning_rate=1.0e-03,completed,[10],0.001,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1609834314584732,0.3624300749970298,0.3695796960204278,351551,351551,36,0.7478891624452171,0.4727570911147162,0.6193523069133161,54,trial_0125_learning_rate=1.0e-03,completed,[10],0.001,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1629622319936752,0.3466519035089718,0.3518798884726331,100223,100223,50,0.6775907520009656,0.4727570911147162,0.5494213140650239,41,trial_0126_learning_rate=1.0e-03,completed,[10],0.001,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1614582052230835,0.3588306139364409,0.363468885848945,183999,183999,48,0.7320613086360855,0.4727570911147162,0.595125936537262,51,trial_0127_learning_rate=1.0e-03,completed,[10],0.001,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1613738113641739,0.3617759529465095,0.3682808419724035,351551,351551,43,0.7505369629559125,0.4727570911147162,0.6160026633534637,53,trial_0128_learning_rate=1.0e-03,completed,[10],0.001,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1626158418655395,0.3464208793223125,0.3528543536450874,100223,100223,50,0.685209178584668,0.4727570911147162,0.5511373736327145,41,trial_0129_learning_rate=1.0e-03,completed,[10],0.001,0.001,[64],base_cnn_kernel_sweep
cnn,0.1617043935060501,0.3569674462193823,0.3638689494661438,183999,183999,50,0.7236493185657584,0.4727570911147162,0.5936701061229223,48,trial_0130_learning_rate=1.0e-03,completed,[10],0.001,0.001,[128],base_cnn_kernel_sweep
cnn,0.1612196244001388,0.3619582459864596,0.3696530715964736,351551,351551,38,0.7466579294901453,0.4727570911147162,0.6129258732042356,52,trial_0131_learning_rate=1.0e-03,completed,[10],0.001,0.001,[256],base_cnn_kernel_sweep
cnn,0.1626563152074814,0.3457501206046693,0.3507257463280223,100223,100223,29,0.6651487164903416,0.4727570911147162,0.5245524296993136,41,trial_0132_learning_rate=0.01,completed,[10],0.01,0.0,[64],base_cnn_kernel_sweep
cnn,0.1620429368019104,0.3579933890366235,0.3605918683273154,183999,183999,50,0.7128901709638795,0.4727570911147162,0.5596688726185084,45,trial_0133_learning_rate=0.01,completed,[10],0.01,0.0,[128],base_cnn_kernel_sweep
cnn,0.1626979392766952,0.3549931984047526,0.3596173729298478,351551,351551,29,0.7093257552130068,0.4727570911147162,0.5592163847648708,41,trial_0134_learning_rate=0.01,completed,[10],0.01,0.0,[256],base_cnn_kernel_sweep
cnn,0.162760449886322,0.3446980391897339,0.3497028264060588,100223,100223,40,0.6734638505048874,0.4727570911147162,0.5322387541281034,37,trial_0135_learning_rate=0.01,completed,[10],0.01,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1622946416139602,0.3565132467426983,0.3603091430414052,183999,183999,50,0.720514695934976,0.4727570911147162,0.5640769953945148,48,trial_0136_learning_rate=0.01,completed,[10],0.01,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1626874550580978,0.3555591837770478,0.3602478609426565,351551,351551,28,0.7147602567251202,0.4727570911147162,0.5663577462073008,42,trial_0137_learning_rate=0.01,completed,[10],0.01,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1620086947679519,0.3487987800149715,0.3548684927012963,100223,100223,50,0.6823154150698102,0.4727570911147162,0.5370561526079396,40,trial_0138_learning_rate=0.01,completed,[10],0.01,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1626735163927078,0.3554390913177024,0.3613447833198396,183999,183999,50,0.7082442210850772,0.4727570911147162,0.5598559166922867,47,trial_0139_learning_rate=0.01,completed,[10],0.01,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1626744455099106,0.3549221475573725,0.3611303521853874,351551,351551,28,0.7173046684012384,0.4727570911147162,0.5639857256203321,43,trial_0140_learning_rate=0.01,completed,[10],0.01,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1626213102340698,0.3438514668579397,0.3507080222011244,100223,100223,35,0.671478700439538,0.4727570911147162,0.5325070370714804,40,trial_0141_learning_rate=0.01,completed,[10],0.01,0.001,[64],base_cnn_kernel_sweep
cnn,0.1618147464990615,0.3566421540492143,0.3631088807600757,183999,183999,39,0.7147440794520825,0.4727570911147162,0.5630019364988719,44,trial_0142_learning_rate=0.01,completed,[10],0.01,0.001,[128],base_cnn_kernel_sweep
cnn,0.1625269916057586,0.3561104479135136,0.3604403693191251,351551,351551,29,0.7179014525811351,0.4727570911147162,0.5657267752761934,43,trial_0143_learning_rate=0.01,completed,[10],0.01,0.001,[256],base_cnn_kernel_sweep
cnn,0.169208687543869,0.3070268678631646,0.3125790463068059,234623,234623,50,0.5673192554441846,0.4727570911147162,0.5053270730531136,35,trial_0144_learning_rate=1.0e-04,completed,[30],0.0001,0.0,[64],base_cnn_kernel_sweep
cnn,0.1681829102039337,0.3171365379690446,0.323959344011202,452799,452799,50,0.608075340833796,0.4727570911147162,0.5477638434361228,40,trial_0145_learning_rate=1.0e-04,completed,[30],0.0001,0.0,[128],base_cnn_kernel_sweep
cnn,0.1671518952846527,0.323725568378083,0.3304727136590956,889151,889151,46,0.6475528738484467,0.4727570911147162,0.5851967077953444,50,trial_0146_learning_rate=1.0e-04,completed,[30],0.0001,0.0,[256],base_cnn_kernel_sweep
cnn,0.1696469535827636,0.3043401213772652,0.3108823873335962,234623,234623,50,0.5731822071942105,0.4727570911147162,0.507964464734525,34,trial_0147_learning_rate=1.0e-04,completed,[30],0.0001,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1685368731021881,0.3168359411325432,0.3233009897223601,452799,452799,50,0.6031344824203009,0.4727570911147162,0.5459683606179645,37,trial_0148_learning_rate=1.0e-04,completed,[30],0.0001,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1672302048206329,0.3225720973063703,0.3303791588763017,889151,889151,47,0.6470624466307492,0.4727570911147162,0.5865279839306639,46,trial_0149_learning_rate=1.0e-04,completed,[30],0.0001,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1693821041584015,0.3069959161676552,0.3134611441709746,234623,234623,50,0.5713322976623805,0.4727570911147162,0.5026235212686327,33,trial_0150_learning_rate=1.0e-04,completed,[30],0.0001,0.0001,[64],base_cnn_kernel_sweep
cnn,0.168476455450058,0.3181492690247858,0.3245590381686458,452799,452799,50,0.6141848593293753,0.4727570911147162,0.5504305723302751,40,trial_0151_learning_rate=1.0e-04,completed,[30],0.0001,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1675268056392669,0.3210703303968699,0.3306707971743557,889151,889151,50,0.6546262400527348,0.4727570911147162,0.5909612508345062,49,trial_0152_learning_rate=1.0e-04,completed,[30],0.0001,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1695875450372695,0.3062577478476286,0.3119115572449638,234623,234623,50,0.5719204798895771,0.4727570911147162,0.5110342656027043,34,trial_0153_learning_rate=1.0e-04,completed,[30],0.0001,0.001,[64],base_cnn_kernel_sweep
cnn,0.167906902551651,0.3213149802722909,0.3267355515801552,452799,452799,50,0.6042264798022682,0.4727570911147162,0.5444663955269791,40,trial_0154_learning_rate=1.0e-04,completed,[30],0.0001,0.001,[128],base_cnn_kernel_sweep
cnn,0.1678840991258621,0.3202029688141079,0.3274546891874201,889151,889151,49,0.6503842018905646,0.4727570911147162,0.5851285334080814,49,trial_0155_learning_rate=1.0e-04,completed,[30],0.0001,0.001,[256],base_cnn_kernel_sweep
cnn,0.1676120851039886,0.3204086984719992,0.324981969644589,234623,234623,40,0.6138424351889686,0.4727570911147162,0.5190755411911339,34,trial_0156_learning_rate=1.0e-03,completed,[30],0.001,0.0,[64],base_cnn_kernel_sweep
cnn,0.1657001157999038,0.3349891336219924,0.3402887093744254,452799,452799,33,0.6569093578543124,0.4727570911147162,0.561130085836597,42,trial_0157_learning_rate=1.0e-03,completed,[30],0.001,0.0,[128],base_cnn_kernel_sweep
cnn,0.1643775079250335,0.3408368294837549,0.3453933028441506,889151,889151,23,0.6617950948617359,0.4727570911147162,0.5742583110928533,45,trial_0158_learning_rate=1.0e-03,completed,[30],0.001,0.0,[256],base_cnn_kernel_sweep
cnn,0.1671934593915939,0.324523368035504,0.3270238516490081,234623,234623,39,0.6265404820958125,0.4727570911147162,0.5239550913988723,34,trial_0159_learning_rate=1.0e-03,completed,[30],0.001,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1653031793832779,0.3355763188074052,0.3401254032152904,452799,452799,32,0.6653455688606283,0.4727570911147162,0.5679266670454332,43,trial_0160_learning_rate=1.0e-03,completed,[30],0.001,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1653440753221511,0.3366404178499497,0.3433366208996461,889151,889151,23,0.6570980570632873,0.4727570911147162,0.5727663603341873,43,trial_0161_learning_rate=1.0e-03,completed,[30],0.001,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1673252446651458,0.319927903477792,0.324791790710916,234623,234623,39,0.614667617466499,0.4727570911147162,0.5188397549159738,35,trial_0162_learning_rate=1.0e-03,completed,[30],0.001,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1665097157955169,0.3319945334494446,0.3382157275226387,452799,452799,33,0.6500989881306722,0.4727570911147162,0.5574004678644473,39,trial_0163_learning_rate=1.0e-03,completed,[30],0.001,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1647685163021087,0.3380798721653004,0.3471869748566796,889151,889151,21,0.6576967403660485,0.4727570911147162,0.5720618252437594,44,trial_0164_learning_rate=1.0e-03,completed,[30],0.001,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1677548577785492,0.3173325211244257,0.3226094825396032,234623,234623,35,0.5962640688145989,0.4727570911147162,0.5113639053085773,35,trial_0165_learning_rate=1.0e-03,completed,[30],0.001,0.001,[64],base_cnn_kernel_sweep
cnn,0.1658452430963516,0.3344742900465972,0.3404981870393673,452799,452799,35,0.6686744249856243,0.4727570911147162,0.56526987834997,45,trial_0166_learning_rate=1.0e-03,completed,[30],0.001,0.001,[128],base_cnn_kernel_sweep
cnn,0.1650226871967315,0.337354164340052,0.3447487758787045,889151,889151,23,0.6588111919435055,0.4727570911147162,0.573621618893289,45,trial_0167_learning_rate=1.0e-03,completed,[30],0.001,0.001,[256],base_cnn_kernel_sweep
cnn,0.1680820127725601,0.3172363192752375,0.3208040732384339,234623,234623,34,0.6060000871251978,0.4727570911147162,0.493810799422036,33,trial_0168_learning_rate=0.01,completed,[30],0.01,0.0,[64],base_cnn_kernel_sweep
cnn,0.1657717213630676,0.3328406204985562,0.3365809807536508,452799,452799,24,0.6289454148166571,0.4727570911147162,0.5148345668696281,36,trial_0169_learning_rate=0.01,completed,[30],0.01,0.0,[128],base_cnn_kernel_sweep
cnn,0.1675345788002014,0.333448949416015,0.3383507558434974,889151,889151,23,0.6469493858419402,0.4727570911147162,0.5248590510666854,36,trial_0170_learning_rate=0.01,completed,[30],0.01,0.0,[256],base_cnn_kernel_sweep
cnn,0.1686483705043792,0.3160770089640257,0.3197717514186767,234623,234623,31,0.6055419387867322,0.4727570911147162,0.4932190035429606,33,trial_0171_learning_rate=0.01,completed,[30],0.01,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1662526313066482,0.3321553683823514,0.3343014146154516,452799,452799,24,0.6352965279195796,0.4727570911147162,0.5166173208388025,34,trial_0172_learning_rate=0.01,completed,[30],0.01,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1656156539916992,0.333372384694607,0.3369132181117623,889151,889151,19,0.6274392120485105,0.4727570911147162,0.5127677618723042,33,trial_0173_learning_rate=0.01,completed,[30],0.01,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1670486018657684,0.3199059546568867,0.3223150137824254,234623,234623,26,0.6016246183256093,0.4727570911147162,0.4890681373927351,32,trial_0174_learning_rate=0.01,completed,[30],0.01,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1664500787258148,0.3338070041318852,0.3377260214065996,452799,452799,26,0.6363122392153617,0.4727570911147162,0.5189939640944083,35,trial_0175_learning_rate=0.01,completed,[30],0.01,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1683865015506744,0.3322443777910037,0.3383329054679447,889151,889151,23,0.6560377867474384,0.4727570911147162,0.534531162569048,38,trial_0176_learning_rate=0.01,completed,[30],0.01,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1669488757848739,0.3204256421513042,0.3249697200457009,234623,234623,32,0.6202232097508188,0.4727570911147162,0.4985751511954821,33,trial_0177_learning_rate=0.01,completed,[30],0.01,0.001,[64],base_cnn_kernel_sweep
cnn,0.1676304228305816,0.3324815980849816,0.3364960265997106,452799,452799,27,0.6552258615376739,0.4727570911147162,0.5257771678812831,36,trial_0178_learning_rate=0.01,completed,[30],0.01,0.001,[128],base_cnn_kernel_sweep
cnn,0.1671579958200454,0.3338269564930307,0.3366286707877643,889151,889151,23,0.6438898568023206,0.4727570911147162,0.5236187902807989,37,trial_0179_learning_rate=0.01,completed,[30],0.01,0.001,[256],base_cnn_kernel_sweep
cnn,0.1716738474369049,0.2984018104457389,0.3011611034888878,436223,436223,50,0.5356017643202701,0.4727570911147162,0.4817228475278035,31,trial_0180_learning_rate=1.0e-04,completed,[60],0.0001,0.0,[64],base_cnn_kernel_sweep
cnn,0.1714828542470932,0.3060056784481685,0.3086369037167559,855999,855999,49,0.5543626673257106,0.4727570911147162,0.5192371848028949,36,trial_0181_learning_rate=1.0e-04,completed,[60],0.0001,0.0,[128],base_cnn_kernel_sweep
cnn,0.1698909690380096,0.3061082810027993,0.3109134917913535,1695551,1695551,31,0.5554910046956221,0.4727570911147162,0.5291961099379828,38,trial_0182_learning_rate=1.0e-04,completed,[60],0.0001,0.0,[256],base_cnn_kernel_sweep
cnn,0.1720376614332199,0.2955904781878174,0.3008734598083354,436223,436223,50,0.5275377222927772,0.4727570911147162,0.4813831064325869,32,trial_0183_learning_rate=1.0e-04,completed,[60],0.0001,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1707860224246978,0.3051671312998167,0.3096009351944362,855999,855999,41,0.5434341554923823,0.4727570911147162,0.5139202324506819,36,trial_0184_learning_rate=1.0e-04,completed,[60],0.0001,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1703194431066513,0.3057743949595635,0.3128570476824257,1695551,1695551,31,0.5551040172029447,0.4727570911147162,0.5270855990653829,38,trial_0185_learning_rate=1.0e-04,completed,[60],0.0001,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1720741740465164,0.2940564455460119,0.2995992839598547,436223,436223,50,0.5298729767659244,0.4727570911147162,0.4761792073084485,34,trial_0186_learning_rate=1.0e-04,completed,[60],0.0001,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1713555096387863,0.3023389571218246,0.3066427841082682,855999,855999,42,0.5575214175218006,0.4727570911147162,0.5193338909665863,35,trial_0187_learning_rate=1.0e-04,completed,[60],0.0001,0.0001,[128],base_cnn_kernel_sweep
cnn,0.170224544763565,0.3086361160253114,0.3129684883131239,1695551,1695551,34,0.5930486345386409,0.4727570911147162,0.551521788531166,41,trial_0188_learning_rate=1.0e-04,completed,[60],0.0001,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1715924025774002,0.2972794732856045,0.3009980486356622,436223,436223,50,0.5297005030004841,0.4727570911147162,0.4844629814998234,32,trial_0189_learning_rate=1.0e-04,completed,[60],0.0001,0.001,[64],base_cnn_kernel_sweep
cnn,0.1714124337434768,0.301160109137197,0.3063571063909415,855999,855999,42,0.5379174591641588,0.4727570911147162,0.5068377090869677,34,trial_0190_learning_rate=1.0e-04,completed,[60],0.0001,0.001,[128],base_cnn_kernel_sweep
cnn,0.1699783735275268,0.3061871000342482,0.3122054242558805,1695551,1695551,28,0.5406678231549003,0.4727570911147162,0.5212690870032801,38,trial_0191_learning_rate=1.0e-04,completed,[60],0.0001,0.001,[256],base_cnn_kernel_sweep
cnn,0.1693645192384719,0.309282684492292,0.312958048363581,436223,436223,29,0.5712836162568207,0.4727570911147162,0.5010044488011828,32,trial_0192_learning_rate=1.0e-03,completed,[60],0.001,0.0,[64],base_cnn_kernel_sweep
cnn,0.1680657147169113,0.3199290275325064,0.3246802225686665,855999,855999,24,0.5841439298770494,0.4727570911147162,0.5219082880704101,38,trial_0193_learning_rate=1.0e-03,completed,[60],0.001,0.0,[128],base_cnn_kernel_sweep
cnn,0.1677862725257873,0.3241506236813341,0.3302360450274815,1695551,1695551,20,0.5917690738390873,0.4727570911147162,0.5379692844845291,40,trial_0194_learning_rate=1.0e-03,completed,[60],0.001,0.0,[256],base_cnn_kernel_sweep
cnn,0.1689850035905838,0.3104139379976652,0.3126453295777378,436223,436223,27,0.5629930541848063,0.4727570911147162,0.4954295006297945,34,trial_0195_learning_rate=1.0e-03,completed,[60],0.001,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1681769185066223,0.3220603807522217,0.3249297338633101,855999,855999,25,0.6017110090660376,0.4727570911147162,0.5354946754101061,36,trial_0196_learning_rate=1.0e-03,completed,[60],0.001,1e-05,[128],base_cnn_kernel_sweep
cnn,0.1675664553642273,0.3248289857880808,0.3298058790317483,1695551,1695551,20,0.5924763444477786,0.4727570911147162,0.5379311303106807,38,trial_0197_learning_rate=1.0e-03,completed,[60],0.001,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1692886478900909,0.3100775400888526,0.3139339433694992,436223,436223,29,0.5635241116984837,0.4727570911147162,0.4941372015989054,33,trial_0198_learning_rate=1.0e-03,completed,[60],0.001,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1674517838954925,0.3233435331148924,0.3279237063234357,855999,855999,24,0.6131900916047356,0.4727570911147162,0.5370879986927853,40,trial_0199_learning_rate=1.0e-03,completed,[60],0.001,0.0001,[128],base_cnn_kernel_sweep
cnn,0.1671091401576996,0.3251162885284223,0.3312898437947589,1695551,1695551,18,0.5848069025218946,0.4727570911147162,0.5348687459323944,38,trial_0200_learning_rate=1.0e-03,completed,[60],0.001,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1694989433288574,0.3067819452655984,0.3114292005096105,436223,436223,27,0.5656148547672148,0.4727570911147162,0.4949176274921214,32,trial_0201_learning_rate=1.0e-03,completed,[60],0.001,0.001,[64],base_cnn_kernel_sweep
cnn,0.1683724609613418,0.3192479867896395,0.3245085679487278,855999,855999,25,0.6016408719075519,0.4727570911147162,0.5305218812444383,39,trial_0202_learning_rate=1.0e-03,completed,[60],0.001,0.001,[128],base_cnn_kernel_sweep
cnn,0.16732035779953,0.3269713432061046,0.330769514341687,1695551,1695551,19,0.59295285676923,0.4727570911147162,0.5339058328288593,38,trial_0203_learning_rate=1.0e-03,completed,[60],0.001,0.001,[256],base_cnn_kernel_sweep
cnn,0.1706227594614029,0.3046004788257991,0.3035805971066238,436223,436223,25,0.5527877932951033,0.4727570911147162,0.4623801808894088,29,trial_0204_learning_rate=0.01,completed,[60],0.01,0.0,[64],base_cnn_kernel_sweep
cnn,0.1698027471303939,0.3189848765413066,0.3208120280010733,855999,855999,23,0.5948414127185461,0.4727570911147162,0.4925667095933954,33,trial_0205_learning_rate=0.01,completed,[60],0.01,0.0,[128],base_cnn_kernel_sweep
cnn,0.1685388677120208,0.3221675032989729,0.3241391206218892,1695551,1695551,18,0.6037123242551762,0.4727570911147162,0.5008652020816773,33,trial_0206_learning_rate=0.01,completed,[60],0.01,0.0,[256],base_cnn_kernel_sweep
cnn,0.1713549115657806,0.3021385569551537,0.3049073236519203,436223,436223,26,0.5424172297480141,0.4727570911147162,0.4562737861059122,27,trial_0207_learning_rate=0.01,completed,[60],0.01,1e-05,[64],base_cnn_kernel_sweep
cnn,0.1700520323514938,0.3191821819197828,0.3193896980652958,855999,855999,24,0.571379579198865,0.4727570911147162,0.4803710261457075,32,trial_0208_learning_rate=0.01,completed,[60],0.01,1e-05,[128],base_cnn_kernel_sweep
cnn,0.167357272028923,0.3236700823200276,0.3264234870200238,1695551,1695551,17,0.5804393182999098,0.4727570911147162,0.4890357188303877,33,trial_0209_learning_rate=0.01,completed,[60],0.01,1e-05,[256],base_cnn_kernel_sweep
cnn,0.1691695927381515,0.3081033888902039,0.3091343590711787,436223,436223,24,0.5502717512346803,0.4727570911147162,0.4631469131392045,30,trial_0210_learning_rate=0.01,completed,[60],0.01,0.0001,[64],base_cnn_kernel_sweep
cnn,0.1701087424755096,0.3189975575384452,0.3180927637334545,855999,855999,24,0.589639539275419,0.4727570911147162,0.4914408851293282,33,trial_0211_learning_rate=0.01,completed,[60],0.01,0.0001,[128],base_cnn_kernel_sweep
cnn,0.166940719127655,0.3275615099561729,0.3271178709870455,1695551,1695551,17,0.5968342155644191,0.4727570911147162,0.4978583628452022,30,trial_0212_learning_rate=0.01,completed,[60],0.01,0.0001,[256],base_cnn_kernel_sweep
cnn,0.1700866594314575,0.3059840234166153,0.3076857451313082,436223,436223,26,0.5507142606845443,0.4727570911147162,0.4660259150894022,29,trial_0213_learning_rate=0.01,completed,[60],0.01,0.001,[64],base_cnn_kernel_sweep
cnn,0.1686967898607254,0.3157105057968946,0.3192226082651215,855999,855999,20,0.5770980028355356,0.4727570911147162,0.4801959828117286,30,trial_0214_learning_rate=0.01,completed,[60],0.01,0.001,[128],base_cnn_kernel_sweep
cnn,0.1673465510606765,0.3221382812516752,0.3246549795133266,1695551,1695551,18,0.5916565830832589,0.4727570911147162,0.4988174442454465,32,trial_0215_learning_rate=0.01,completed,[60],0.01,0.001,[256],base_cnn_kernel_sweep
