config_id,batch_avg_test_loss_mean,batch_avg_test_loss_sem,batch_avg_test_loss_count,batch_avg_test_corr_mean,batch_avg_test_corr_sem,batch_avg_test_corr_count,all_test_fve_mean,all_test_fve_sem,all_test_fve_count,AR_FVE_mean,AR_FVE_sem,AR_FVE_count,AR_test_correlation_mean,AR_test_correlation_sem,AR_test_correlation_count,best_val_corr_mean,best_val_corr_sem,best_val_corr_count,total_params_mean,total_params_sem,total_params_count,trainable_params_mean,trainable_params_sem,trainable_params_count,epochs_trained_mean,epochs_trained_sem,epochs_trained_count,mean_pattern_corr_mean,mean_pattern_corr_sem,mean_pattern_corr_count,history_mean,history_sem,history_count,loo_avg_mean_corr_mean,loo_avg_mean_corr_sem,loo_avg_mean_corr_count,model_avg_mean_corr_mean,model_avg_mean_corr_sem,model_avg_mean_corr_count,neurons_model_beats_loo_avg_mean,neurons_model_beats_loo_avg_sem,neurons_model_beats_loo_avg_count,loo_temporal_mean_corr_mean,loo_temporal_mean_corr_sem,loo_temporal_mean_corr_count,all_test_corr_mean,all_test_corr_sem,all_test_corr_count,neurons_model_beats_loo_temporal_mean,neurons_model_beats_loo_temporal_sem,neurons_model_beats_loo_temporal_count,wall_time_s_mean,wall_time_s_sem,wall_time_s_count
02cdf62354,0.15727197019259134,0.00020276801592059517,3,0.22319091671563843,0.0003223290347261138,3,0.05890067986079625,0.0016687746093085537,3,-0.00756457873753139,0.0006889028847675503,3,0.08085660636425018,0.0005093284052382438,3,0.23156421780553857,0.000986064661625846,3,620351.0,0.0,3,620351.0,0.0,3,27.666666666666668,1.7638342073763937,3,0.7370593614679374,0.008855312595521692,3,2.0,0.0,3,0.45456832695830385,0.0,3,0.6374432726854962,0.00552683077907174,3,56.333333333333336,0.33333333333333365,3,0.31855225563049316,0.0,3,0.23592684666315714,0.0003810263356398531,3,7.333333333333333,0.3333333333333333,3,310.8,10.636885509082706,3
035e38fdd7,0.16766761124134064,7.74626242288984e-05,3,0.1381181481159852,0.0006572774009890413,3,0.021657603758352777,0.0003475424512873891,3,0.018542915424972616,9.887814330303902e-05,3,0.12806378304958344,0.000587228407559203,3,0.14286965576976304,0.0019925857566772684,3,163391.0,0.0,3,163391.0,0.0,3,49.333333333333336,0.6666666666666673,3,0.571032807458081,0.0067805131661492915,3,5.0,0.0,3,0.45456832695830385,0.0,3,0.42350824455836095,0.005988340478469065,3,16.666666666666668,1.2018504251546633,3,0.31855225563049316,0.0,3,0.14450164139270782,0.000560775600421686,3,2.0,0.0,3,305.2,0.40414518843274905,3
0508f056b9,0.16778172210852305,0.00041652426663751473,3,0.13824558222972472,0.0011290859930749271,3,0.02051139508605634,0.002264222632173702,3,0.017664176761788667,0.0013495340980543792,3,0.12776503960291544,0.001211470344258725,3,0.14374503630482469,0.0013660961774379643,3,217151.0,0.0,3,217151.0,0.0,3,33.0,0.5773502691896257,3,0.5659848614721629,0.009300819558558316,3,5.0,0.0,3,0.45456832695830385,0.0,3,0.4203375383298751,0.004649398202084487,3,16.333333333333332,0.8819171036881968,3,0.31855225563049316,0.0,3,0.14581327140331268,0.0011799323835218819,3,2.0,0.0,3,245.6,3.6828431046317034,3
05331f49c0,0.1544774418671926,9.560909700608848e-05,3,0.23357224713865735,0.00022788836202265758,3,0.06656861305236816,0.0005885288696016153,3,-0.013369336330070697,0.0005059829075070131,3,0.06833911935488383,0.0015213695745970152,3,0.24214750284258915,0.0011895822426178494,3,351551.0,0.0,3,351551.0,0.0,3,50.0,0.0,3,0.7583449721557759,0.0016695078763071106,3,1.0,0.0,3,0.45456832695830385,0.0,3,0.6655533828775878,0.0006227651331948066,3,57.333333333333336,0.33333333333333365,3,0.31855225563049316,0.0,3,0.24497958024342856,0.00034381886555735893,3,10.0,0.5773502691896257,3,359.2,2.7513632984395424,3
06b711676f,0.15394981722036996,0.00016693506079103077,3,0.24129286153547777,0.0006198082086839838,3,0.06402452881374056,0.0014929842073766386,3,-0.0094354890641712,0.0007899838511345932,3,0.07114030172427495,0.00041878462495377575,3,0.2479006214037196,0.0011350425987891276,3,417471.0,0.0,3,417471.0,0.0,3,38.666666666666664,3.1797973380564852,3,0.7278855737287566,0.004951460238098382,3,1.0,0.0,3,0.45456832695830385,0.0,3,0.6129168922104601,0.0023116210848573688,3,54.333333333333336,0.8819171036881973,3,0.31855225563049316,0.0,3,0.2525853017965953,0.0007047264345286883,3,13.0,0.0,3,390.43333333333334,12.225156213498643,3
0805762b17,0.1681641828219096,2.3623716841660833e-05,3,0.13402023993278378,0.00021391227146839024,3,0.02117746185373377,0.0004739762714329785,3,0.015422734949323865,0.00030988023277639355,3,0.11972154428561528,0.00012661195168311534,3,0.137075821201705,0.0009876977113389683,3,351551.0,0.0,3,351551.0,0.0,3,19.333333333333332,0.3333333333333332,3,0.5276147284010863,0.013014586461722856,3,10.0,0.0,3,0.45456832695830385,0.0,3,0.39668185595086153,0.009019957555182312,3,13.333333333333334,0.8819171036881968,3,0.31855225563049316,0.0,3,0.14241633315881094,0.0003953218920523754,3,1.6666666666666667,0.33333333333333337,3,223.96666666666667,2.6078939992091525,3
081f13ec4f,0.16968948133786518,0.00011955757895123634,3,0.11751856493623226,0.001090192834317825,3,0.017750737843690096,0.00042897020664429286,3,0.016826831789874527,0.00041786623341476796,3,0.11863501369953156,0.0015265645368821945,3,0.12180603022662596,0.0019900781719066948,3,163391.0,0.0,3,163391.0,0.0,3,50.0,0.0,3,0.4828598343196919,0.0009840747888730634,3,20.0,0.0,3,0.45456832695830385,0.0,3,0.34976944430055523,0.002093119122083552,3,7.666666666666667,0.6666666666666667,3,0.31855225563049316,0.0,3,0.12322130799293518,0.0011707144417141319,3,1.0,0.0,3,340.6333333333333,2.2980668204190904,3
09d8e2485b,0.15448582021395366,7.948325544849359e-05,3,0.23354883978387378,0.0005112464616841511,3,0.06699019481265356,0.00033026943902807204,3,-0.012927730562825682,0.0002889428622035399,3,0.0697995697458585,0.00042595727548114194,3,0.24248405341996812,0.0009937675441426886,3,351551.0,0.0,3,351551.0,0.0,3,50.0,0.0,3,0.7559931221726183,0.0008058270303333779,3,1.0,0.0,3,0.45456832695830385,0.0,3,0.6622766156510401,0.0007707579600699802,3,57.666666666666664,0.33333333333333365,3,0.31855225563049316,0.0,3,0.24508483707904816,0.0005444349107193571,3,10.0,0.5773502691896257,3,375.23333333333335,0.8212456663169686,3
0a5b119281,0.16961805148919426,0.00022348967555670113,3,0.1349393463525836,0.0012981053156439998,3,0.02030451840193814,0.0009331322879974563,3,0.008898791812715077,0.0004621249889784812,3,0.11019893735647202,0.001473624024683931,3,0.13604032296739263,0.0005874734927926553,3,620351.0,0.0,3,620351.0,0.0,3,27.666666666666668,0.8819171036881966,3,0.5679683884282946,0.009094364053607964,3,5.0,0.0,3,0.45456832695830385,0.0,3,0.4439573629562232,0.003354788760430645,3,22.0,0.0,3,0.31855225563049316,0.0,3,0.14581148326396942,0.0012936786499445137,3,2.0,0.0,3,596.5,12.66859634424167,3
0b13b740fa,0.1565747311115265,4.2367027610030516e-05,3,0.22082822792671922,0.00042565833033980573,3,0.058655201758026444,0.00022646164984109403,3,-0.015169832441541882,0.0002252191704977486,3,0.06385287642478943,0.0005605573454830265,3,0.22824882266555666,0.001262464566343022,3,620351.0,0.0,3,620351.0,0.0,3,49.333333333333336,0.6666666666666664,3,0.7158420133208555,0.0020778132064151263,3,1.0,0.0,3,0.45456832695830385,0.0,3,0.6347157923613861,0.0018368855839623825,3,55.333333333333336,0.33333333333333276,3,0.31855225563049316,0.0,3,0.23244267205397287,0.0004013064760281346,3,9.0,0.0,3,601.5666666666666,22.64393467968362,3
