config_id,best_val_loss_mean,best_val_loss_sem,best_val_loss_count,best_val_corr_mean,best_val_corr_sem,best_val_corr_count,best_epoch_mean,best_epoch_sem,best_epoch_count,test_loss_mean,test_loss_sem,test_loss_count,test_corr_mean,test_corr_sem,test_corr_count,n_params_mean,n_params_sem,n_params_count,n_train_mean,n_train_sem,n_train_count,n_val_mean,n_val_sem,n_val_count,n_test_mean,n_test_sem,n_test_count,n_epochs_run_mean,n_epochs_run_sem,n_epochs_run_count,train_seconds_mean,train_seconds_sem,train_seconds_count,seed_mean,seed_sem,seed_count,wall_time_s_mean,wall_time_s_sem,wall_time_s_count,gpu_id_mean,gpu_id_sem,gpu_id_count
001f6711ff,0.2070161106586456,0.00036612035215905696,10,0.2898225017361322,0.0012291342093258585,10,48.0,0.9545214042184236,10,0.22859504617452622,0.00011544766918564652,10,0.20835456978265823,0.0007010568145949671,10,384840.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,49.2,0.5925462944877059,10,6.25,0.06191391873668903,10,4.5,0.9574271077563381,10,7.18,0.07272474743090471,10,0.5,0.16666666666666669,10
00b908e7ed,0.2697321831385294,0.008580067138069256,10,0.05081774226926065,0.028079098526543306,10,12.4,6.2666666666666675,10,0.27279672815799716,0.006243546933940134,10,0.038217739013079684,0.019357070684989368,10,1142088.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,14.8,5.866666666666666,10,2.68,0.7618398781896363,10,4.5,0.9574271077563381,10,3.62,0.7552483035399682,10,0.5,0.16666666666666669,10
00ba8318dc,0.21066111050049466,0.0003153740666408198,10,0.27231329644894087,0.001116253138367052,10,49.6,0.16329931618554602,10,0.22992924450635913,9.570949397007955e-05,10,0.19500244808578118,0.0007015834303282321,10,515912.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,50.0,0.0,10,6.35,0.022360679774997946,10,4.5,0.9574271077563381,10,7.26,0.02211083193570265,10,0.5,0.16666666666666669,10
01b323c500,0.20730240603288014,0.0004556493202244629,10,0.28701785209717945,0.001229551977864099,10,49.8,0.13333333333333353,10,0.23094622955322266,0.00023586261320937462,10,0.20553899758689104,0.0009657021997049742,10,682568.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,50.0,0.0,10,6.7299999999999995,0.021343747458109512,10,4.5,0.9574271077563381,10,7.68,0.02000000000000001,10,0.5,0.16666666666666669,10
02860c1f69,0.28545723080635066,0.008390765167831014,10,0.029042525018199733,0.020373460938844422,10,7.7,4.7,10,0.2859183935523033,0.006465695205158609,10,0.024931555472481774,0.014096434978528813,10,1172808.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,10.4,4.4,10,2.13,0.6189686762851754,10,4.5,0.9574271077563381,10,3.1100000000000003,0.61,10,0.5,0.16666666666666669,10
02c30216be,0.21670877347389855,0.0035099897636715507,10,0.23547546932953506,0.017493884829450527,10,37.6,5.344155686354955,10,0.23534198384284974,0.0017751183221129212,10,0.16636046808712318,0.01282918669160166,10,682312.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,39.1,4.974267115197307,10,5.57,0.6135597408203667,10,4.5,0.9574271077563381,10,6.51,0.6070786147151326,10,0.5,0.16666666666666669,10
03c0ef7dbd,0.24370996701717376,0.0006576464411035641,10,0.10069284414574702,0.0022934679318734534,10,10.0,0.21081851067789195,10,0.2514043302774429,0.0006280231998873368,10,0.0775709725506481,0.0013115340707332398,10,859208.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,13.0,0.21081851067789195,10,2.46,0.03399346342395193,10,4.5,0.9574271077563381,10,3.4200000000000004,0.020000000000000004,10,0.5,0.16666666666666669,10
0413691d59,0.2414380127390226,0.0003550294330895567,10,0.12278077985852684,0.0013399970469847497,10,14.4,0.3055050463303893,10,0.2467544524669647,8.51925449802178e-05,10,0.09071197463544427,0.0004560004540424934,10,551240.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,17.4,0.30550504633038944,10,2.85,0.058214163988576595,10,4.5,0.9574271077563381,10,3.8,0.06324555320336758,10,0.5,0.16666666666666669,10
04b3c39ea6,0.2076330046057701,0.00029550035247896374,10,0.28746371411114746,0.0008022867248076651,10,49.1,0.27688746209726883,10,0.2286090647816658,8.213098840826782e-05,10,0.20553507910040972,0.0004560085944905232,10,569416.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,50.0,0.0,10,6.56,0.05617433182117572,10,4.5,0.9574271077563381,10,7.529999999999999,0.059721576223896365,10,0.5,0.16666666666666669,10
04c53de5ce,0.2149361159801483,0.0005340157527468479,10,0.24977113433616846,0.0016952291851055818,10,49.4,0.22110831935702666,10,0.2354060037136078,0.00018808444612460707,10,0.1773037898115057,0.0011510565778625644,10,713032.0,0.0,10,2400.0,0.0,10,600.0,0.0,10,1000.0,0.0,10,50.0,0.0,10,6.9,0.03651483716701107,10,4.5,0.9574271077563381,10,7.82,0.03590109871423006,10,0.5,0.16666666666666669,10
