config_id,batch_avg_test_loss_mean,batch_avg_test_loss_sem,batch_avg_test_loss_count,batch_avg_test_corr_mean,batch_avg_test_corr_sem,batch_avg_test_corr_count,all_test_fve_mean,all_test_fve_sem,all_test_fve_count,AR_FVE_mean,AR_FVE_sem,AR_FVE_count,AR_test_correlation_mean,AR_test_correlation_sem,AR_test_correlation_count,best_val_corr_mean,best_val_corr_sem,best_val_corr_count,total_params_mean,total_params_sem,total_params_count,trainable_params_mean,trainable_params_sem,trainable_params_count,epochs_trained_mean,epochs_trained_sem,epochs_trained_count,mean_pattern_corr_mean,mean_pattern_corr_sem,mean_pattern_corr_count,history_mean,history_sem,history_count,loo_avg_mean_corr_mean,loo_avg_mean_corr_sem,loo_avg_mean_corr_count,model_avg_mean_corr_mean,model_avg_mean_corr_sem,model_avg_mean_corr_count,neurons_model_beats_loo_avg_mean,neurons_model_beats_loo_avg_sem,neurons_model_beats_loo_avg_count,loo_temporal_mean_corr_mean,loo_temporal_mean_corr_sem,loo_temporal_mean_corr_count,all_test_corr_mean,all_test_corr_sem,all_test_corr_count,neurons_model_beats_loo_temporal_mean,neurons_model_beats_loo_temporal_sem,neurons_model_beats_loo_temporal_count,wall_time_s_mean,wall_time_s_sem,wall_time_s_count
0534624f31,0.1679007985989253,3.0647239476324784e-05,3,0.13793573292897646,0.0001281807581887683,3,0.023672625185951354,0.0001264933874813207,3,,,0,,,0,0.14231410186331278,0.0030184417670803296,3,84639.0,0.0,3,84639.0,0.0,3,50.0,0.0,3,0.4823460496066412,0.0035989698330396646,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.28076293379368367,0.0019976696617827793,3,1.6666666666666667,0.3333333333333333,3,0.31855225563049316,0.0,3,0.1390079657236735,3.1076246133613686e-05,3,0.0,0.0,3,402.23333333333335,0.31797973380564537,3
0ad5dd3960,0.16891321992874145,5.981603392966554e-05,3,0.13082453643750266,0.0006364917568094673,3,0.019601520091768295,0.0005760840926043003,3,,,0,,,0,0.13530304162072698,0.0019877269166352104,3,164799.0,0.0,3,164799.0,0.0,3,34.333333333333336,2.027587510099407,3,0.46287495070757917,0.018270214457456677,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.26942676248331116,0.009597375587119988,3,0.6666666666666666,0.33333333333333337,3,0.31855225563049316,0.0,3,0.13124875724315643,0.0006587575709041985,3,0.0,0.0,3,376.40000000000003,9.584536156399702,3
0b1b6ec0ef,0.16928201246261598,0.00023566839057100527,3,0.13112224192171518,0.0008918684728669401,3,0.012304517327162324,0.0014187227620732464,3,,,0,,,0,0.13644336321033115,0.002388836569444234,3,755519.0,0.0,3,755519.0,0.0,3,50.0,0.0,3,0.4794676255109002,0.005561102205110452,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.2796402732463151,0.002700892182861663,3,1.6666666666666667,0.3333333333333333,3,0.31855225563049316,0.0,3,0.13129537800947824,0.0008613527548201634,3,0.0,0.0,3,1020.1666666666666,9.629353272387723,3
0e3ef384f2,0.16811538000901538,9.731916958960418e-05,3,0.1343259402964208,0.00044117304595377377,3,0.021686586753401172,0.0006127433978113142,3,,,0,,,0,0.1378985175872189,0.002307210250089814,3,84639.0,0.0,3,84639.0,0.0,3,50.0,0.0,3,0.47853838656715647,0.005165928545020751,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.2784934159960873,0.003235195998293244,3,1.0,0.0,3,0.31855225563049316,0.0,3,0.135268896818161,0.0005116585919665401,3,0.0,0.0,3,353.3666666666666,0.20275875100992796,3
11a7f9f083,0.16917670762538908,5.073351617155772e-05,3,0.13055632127666986,0.001196449214003334,3,0.020015513770794743,0.0004066282284217388,3,,,0,,,0,0.1331258878996505,0.002415034242176873,3,591679.0,0.0,3,591679.0,0.0,3,24.333333333333332,0.8819171036881966,3,0.4628606964158622,0.006647562734642358,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.2713380237081346,0.0030756312442452916,3,1.0,0.0,3,0.31855225563049316,0.0,3,0.13107472161451975,0.0011841114191611182,3,0.0,0.0,3,612.1333333333333,11.46535845250572,3
1415bd8150,0.16836245608329772,3.4064358079735586e-05,3,0.13118983181237462,0.0002564730098537151,3,0.021133034002213252,0.00011794506681486839,3,,,0,,,0,0.13370152393136617,0.002082264220820738,3,60063.0,0.0,3,60063.0,0.0,3,50.0,0.0,3,0.4643479100158037,0.004473001788826572,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.2697553885943854,0.0023580507122409108,3,1.6666666666666667,0.3333333333333333,3,0.31855225563049316,0.0,3,0.13232731819152832,0.0002242376011999703,3,0.0,0.0,3,340.1333333333333,0.7218802609235928,3
171ef89464,0.17033587527275085,0.00013832261305673092,3,0.10833999013049085,0.0004933798235539782,3,0.013532238031821277,0.0002857222662600914,3,,,0,,,0,0.10426903066982833,0.0020582360406518753,3,60063.0,0.0,3,60063.0,0.0,3,50.0,0.0,3,0.3734599355172508,0.009812995305841551,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.21701430191692636,0.00463840842573184,3,1.0,0.0,3,0.31855225563049316,0.0,3,0.1090852643052737,0.0005698564296458691,3,0.0,0.0,3,437.0,2.573583752927684,3
1870facca4,0.1685020769437154,7.615802594330418e-05,3,0.13293820508249862,0.0009268378508170182,3,0.02072228546495791,0.00022247000693335976,3,,,0,,,0,0.13619911974160273,0.0015315638165903924,3,164799.0,0.0,3,164799.0,0.0,3,33.666666666666664,1.3333333333333328,3,0.48005733585711247,0.007437988196244354,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.27848201644437054,0.0032123771387248218,3,1.6666666666666667,0.3333333333333333,3,0.31855225563049316,0.0,3,0.1333886981010437,0.0007752124397995822,3,0.0,0.0,3,392.1666666666667,10.70238810318105,3
1a29bd535c,0.16891134270032246,5.4357515232182624e-05,3,0.13284487384123947,0.0012334776970477576,3,0.01724033065573879,0.0008299578228976217,3,,,0,,,0,0.13917959417610243,0.0022011262243449062,3,213951.0,0.0,3,213951.0,0.0,3,46.666666666666664,1.7638342073763942,3,0.4770857084947521,0.00899020412264013,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.2770649449746878,0.005393419997061995,3,1.6666666666666667,0.3333333333333333,3,0.31855225563049316,0.0,3,0.13346004982789358,0.001419685890474015,3,0.0,0.0,3,647.1333333333333,20.878803712005254,3
1ca88a038c,0.17038023122151694,2.464069515773967e-05,3,0.10739651437498676,0.0005122759566524229,3,0.013319015187561197,7.777417225924123e-05,3,,,0,,,0,0.10548881469506667,0.0019239718682770664,3,60063.0,0.0,3,60063.0,0.0,3,50.0,0.0,3,0.36711666763256795,0.004880536347286515,3,0.0,0.0,3,0.45456832695830385,0.0,3,0.21278911249946966,0.0025534862832953626,3,0.3333333333333333,0.33333333333333337,3,0.31855225563049316,0.0,3,0.10807638118664424,0.00047482204659398303,3,0.0,0.0,3,478.3333333333333,4.965659853209624,3
