run_dir,model_type,test_loss,test_corr,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,loo_mean_corr,model_sample_mean_corr,neurons_model_beats_loo,experiment,status,kernel_sizes,learning_rate,weight_decay,conv_channels
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0086_learning_rate=1.0e-03,cnn,0.1611080973148346,0.36355927212765116,0.3678832393009216,217151,217151,43,0.7641130718228296,0.47275709111471625,0.6234648711464533,54,trial_0086_learning_rate=1.0e-03,completed,[5],0.001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0087_learning_rate=1.0e-03,cnn,0.1629572068452835,0.3476483495097768,0.3530750326480218,66623,66623,50,0.7037288532393977,0.47275709111471625,0.5681681129865009,48,trial_0087_learning_rate=1.0e-03,completed,[5],0.001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0088_learning_rate=1.0e-03,cnn,0.16160013616085053,0.3594018388788977,0.36441269078130983,116799,116799,50,0.7386475676940066,0.47275709111471625,0.5998255405388306,52,trial_0088_learning_rate=1.0e-03,completed,[5],0.001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0089_learning_rate=1.0e-03,cnn,0.16136154472827913,0.3629955927523466,0.36640266172708363,217151,217151,47,0.7677176262548212,0.47275709111471625,0.6244066130036126,55,trial_0089_learning_rate=1.0e-03,completed,[5],0.001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0090_learning_rate=1.0e-03,cnn,0.1631184674501419,0.3459380803769169,0.35132692368445156,66623,66623,50,0.6963805064160247,0.47275709111471625,0.5611667481445303,47,trial_0090_learning_rate=1.0e-03,completed,[5],0.001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0091_learning_rate=1.0e-03,cnn,0.16169477760791778,0.35800923108745536,0.3629896415992158,116799,116799,50,0.733178360323312,0.47275709111471625,0.5963949345570219,51,trial_0091_learning_rate=1.0e-03,completed,[5],0.001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0092_learning_rate=1.0e-03,cnn,0.16138621294498443,0.36186532393852294,0.36680785928601717,217151,217151,50,0.7673646111022612,0.47275709111471625,0.6247136278721597,53,trial_0092_learning_rate=1.0e-03,completed,[5],0.001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0093_learning_rate=1.0e-03,cnn,0.1629852945804596,0.34768542876308683,0.3521555564437666,66623,66623,50,0.7043911879200623,0.47275709111471625,0.5672436105521546,47,trial_0093_learning_rate=1.0e-03,completed,[5],0.001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0094_learning_rate=1.0e-03,cnn,0.16174186789989473,0.3586870520944006,0.3627115325736686,116799,116799,50,0.7374182897050937,0.47275709111471625,0.5953395115863825,51,trial_0094_learning_rate=1.0e-03,completed,[5],0.001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0095_learning_rate=1.0e-03,cnn,0.1610752135515213,0.36501537285558816,0.3671863793338295,217151,217151,47,0.764046774359482,0.47275709111471625,0.619961402809292,52,trial_0095_learning_rate=1.0e-03,completed,[5],0.001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0096_learning_rate=0.01,cnn,0.16288904213905334,0.34559750468635225,0.3512389983293571,66623,66623,50,0.6859420281498982,0.47275709111471625,0.5368110261556697,41,trial_0096_learning_rate=0.01,completed,[5],0.01,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0097_learning_rate=0.01,cnn,0.16146234095096587,0.359376583938242,0.36272597488503505,116799,116799,50,0.7310638220431769,0.47275709111471625,0.571277677419004,47,trial_0097_learning_rate=0.01,completed,[5],0.01,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0098_learning_rate=0.01,cnn,0.16288110959529878,0.35657901433674083,0.3614965477440155,217151,217151,49,0.7392712548689482,0.47275709111471625,0.5766635493632455,50,trial_0098_learning_rate=0.01,completed,[5],0.01,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0099_learning_rate=0.01,cnn,0.16240591061115264,0.35045980915393293,0.3556521458152906,66623,66623,50,0.6945458885272279,0.47275709111471625,0.5456986149145555,43,trial_0099_learning_rate=0.01,completed,[5],0.01,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0100_learning_rate=0.01,cnn,0.16146542036533357,0.35896889382850017,0.3623818271100811,116799,116799,50,0.721026044188952,0.47275709111471625,0.5621864005927939,46,trial_0100_learning_rate=0.01,completed,[5],0.01,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0101_learning_rate=0.01,cnn,0.1623338474035263,0.3549093155151999,0.36107382089391127,217151,217151,27,0.7209832224097702,0.47275709111471625,0.5677276742007774,46,trial_0101_learning_rate=0.01,completed,[5],0.01,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0102_learning_rate=0.01,cnn,0.16225216948986054,0.351403733578985,0.3553862030247507,66623,66623,50,0.6960766050052054,0.47275709111471625,0.545858273637804,44,trial_0102_learning_rate=0.01,completed,[5],0.01,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0103_learning_rate=0.01,cnn,0.16150242805480958,0.35905268087680703,0.36342116793028095,116799,116799,50,0.7255862350793272,0.47275709111471625,0.566268539006217,46,trial_0103_learning_rate=0.01,completed,[5],0.01,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0104_learning_rate=0.01,cnn,0.16263818180561065,0.35752211944150886,0.360979486909567,217151,217151,50,0.7389426099170086,0.47275709111471625,0.5761636074405543,50,trial_0104_learning_rate=0.01,completed,[5],0.01,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0105_learning_rate=0.01,cnn,0.1624342839717865,0.34965302926542785,0.3525914598929765,66623,66623,50,0.7015969588234161,0.47275709111471625,0.5458278660725026,42,trial_0105_learning_rate=0.01,completed,[5],0.01,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0106_learning_rate=0.01,cnn,0.1617405973672867,0.3577490157716127,0.3627591784404049,116799,116799,50,0.7325591478781479,0.47275709111471625,0.5691531417236997,48,trial_0106_learning_rate=0.01,completed,[5],0.01,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0107_learning_rate=0.01,cnn,0.16221329081058503,0.35662946660007844,0.36077760626548677,217151,217151,31,0.7268146311292558,0.47275709111471625,0.5704518003170003,46,trial_0107_learning_rate=0.01,completed,[5],0.01,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0108_learning_rate=1.0e-04,cnn,0.167869824051857,0.31940386891694417,0.3247646055138161,100223,100223,50,0.623387636988324,0.47275709111471625,0.534628305832741,39,trial_0108_learning_rate=1.0e-04,completed,[10],0.0001,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0109_learning_rate=1.0e-04,cnn,0.16506188583374024,0.337412400782686,0.3433473698039351,183999,183999,50,0.6755430708617866,0.47275709111471625,0.5784330765016361,47,trial_0109_learning_rate=1.0e-04,completed,[10],0.0001,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0110_learning_rate=1.0e-04,cnn,0.1628806654214859,0.34931355123629676,0.3559834246341588,351551,351551,50,0.7199435671309377,0.47275709111471625,0.6180263199296792,55,trial_0110_learning_rate=1.0e-04,completed,[10],0.0001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0111_learning_rate=1.0e-04,cnn,0.16713903415203094,0.32188101188006424,0.3280524789891882,100223,100223,50,0.6410808118156163,0.47275709111471625,0.5434794282908101,40,trial_0111_learning_rate=1.0e-04,completed,[10],0.0001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0112_learning_rate=1.0e-04,cnn,0.16527951443195343,0.33525470580442096,0.343665971881717,183999,183999,50,0.6847283053490014,0.47275709111471625,0.5886057062740678,50,trial_0112_learning_rate=1.0e-04,completed,[10],0.0001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0113_learning_rate=1.0e-04,cnn,0.16293545651435853,0.3495738221892861,0.3566446560703816,351551,351551,50,0.722365313890556,0.47275709111471625,0.6175233863660629,53,trial_0113_learning_rate=1.0e-04,completed,[10],0.0001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0114_learning_rate=1.0e-04,cnn,0.16808705449104308,0.31825740339206116,0.3251052813409615,100223,100223,50,0.629150990921513,0.47275709111471625,0.5383260578675195,38,trial_0114_learning_rate=1.0e-04,completed,[10],0.0001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0115_learning_rate=1.0e-04,cnn,0.16464251244068145,0.3379226160205741,0.3448109382259322,183999,183999,50,0.6834037584499302,0.47275709111471625,0.5838574227796014,48,trial_0115_learning_rate=1.0e-04,completed,[10],0.0001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0116_learning_rate=1.0e-04,cnn,0.1632379243373871,0.3474163713311084,0.3546842174903274,351551,351551,50,0.7196811948739625,0.47275709111471625,0.6191695067826261,54,trial_0116_learning_rate=1.0e-04,completed,[10],0.0001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0117_learning_rate=1.0e-04,cnn,0.1679288934469223,0.3192219552304477,0.32591460574411224,100223,100223,50,0.6354999333173703,0.47275709111471625,0.5436086036148509,40,trial_0117_learning_rate=1.0e-04,completed,[10],0.0001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0118_learning_rate=1.0e-04,cnn,0.16504988837242127,0.33659005895003774,0.34266223834506193,183999,183999,50,0.6839380201641395,0.47275709111471625,0.5864486227847042,52,trial_0118_learning_rate=1.0e-04,completed,[10],0.0001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0119_learning_rate=1.0e-04,cnn,0.1627483777999878,0.35001869327501417,0.3576980951470851,351551,351551,50,0.7225029234133192,0.47275709111471625,0.6178015720561915,53,trial_0119_learning_rate=1.0e-04,completed,[10],0.0001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0120_learning_rate=1.0e-03,cnn,0.1627481971979141,0.3460340229939918,0.3526466484176635,100223,100223,50,0.6823173711813534,0.47275709111471625,0.5540015796556946,40,trial_0120_learning_rate=1.0e-03,completed,[10],0.001,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0121_learning_rate=1.0e-03,cnn,0.16156816804409027,0.35788565795125205,0.3623949022881885,183999,183999,48,0.7203061256349971,0.47275709111471625,0.5907095147334939,51,trial_0121_learning_rate=1.0e-03,completed,[10],0.001,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0122_learning_rate=1.0e-03,cnn,0.16082039725780486,0.3629751315158516,0.36836383285378427,351551,351551,35,0.7543239222741676,0.47275709111471625,0.6223703672278986,54,trial_0122_learning_rate=1.0e-03,completed,[10],0.001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0123_learning_rate=1.0e-03,cnn,0.16294338941574096,0.34798728497181075,0.35411164594821853,100223,100223,50,0.6881118944198626,0.47275709111471625,0.5597916152009665,44,trial_0123_learning_rate=1.0e-03,completed,[10],0.001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0124_learning_rate=1.0e-03,cnn,0.1612534509897232,0.3588883396210268,0.36421561574434946,183999,183999,45,0.7311440566737477,0.47275709111471625,0.5958479769147077,51,trial_0124_learning_rate=1.0e-03,completed,[10],0.001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0125_learning_rate=1.0e-03,cnn,0.16098343145847321,0.36243007499702984,0.3695796960204278,351551,351551,36,0.7478891624452171,0.47275709111471625,0.6193523069133161,54,trial_0125_learning_rate=1.0e-03,completed,[10],0.001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0126_learning_rate=1.0e-03,cnn,0.16296223199367524,0.34665190350897185,0.3518798884726331,100223,100223,50,0.6775907520009656,0.47275709111471625,0.5494213140650239,41,trial_0126_learning_rate=1.0e-03,completed,[10],0.001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0127_learning_rate=1.0e-03,cnn,0.1614582052230835,0.3588306139364409,0.363468885848945,183999,183999,48,0.7320613086360855,0.47275709111471625,0.595125936537262,51,trial_0127_learning_rate=1.0e-03,completed,[10],0.001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0128_learning_rate=1.0e-03,cnn,0.1613738113641739,0.36177595294650955,0.3682808419724035,351551,351551,43,0.7505369629559125,0.47275709111471625,0.6160026633534637,53,trial_0128_learning_rate=1.0e-03,completed,[10],0.001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0129_learning_rate=1.0e-03,cnn,0.16261584186553954,0.3464208793223125,0.3528543536450874,100223,100223,50,0.685209178584668,0.47275709111471625,0.5511373736327145,41,trial_0129_learning_rate=1.0e-03,completed,[10],0.001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0130_learning_rate=1.0e-03,cnn,0.16170439350605012,0.3569674462193823,0.36386894946614384,183999,183999,50,0.7236493185657584,0.47275709111471625,0.5936701061229223,48,trial_0130_learning_rate=1.0e-03,completed,[10],0.001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0131_learning_rate=1.0e-03,cnn,0.16121962440013884,0.36195824598645965,0.3696530715964736,351551,351551,38,0.7466579294901453,0.47275709111471625,0.6129258732042356,52,trial_0131_learning_rate=1.0e-03,completed,[10],0.001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0132_learning_rate=0.01,cnn,0.1626563152074814,0.34575012060466936,0.35072574632802234,100223,100223,29,0.6651487164903416,0.47275709111471625,0.5245524296993136,41,trial_0132_learning_rate=0.01,completed,[10],0.01,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0133_learning_rate=0.01,cnn,0.1620429368019104,0.35799338903662353,0.36059186832731543,183999,183999,50,0.7128901709638795,0.47275709111471625,0.5596688726185084,45,trial_0133_learning_rate=0.01,completed,[10],0.01,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0134_learning_rate=0.01,cnn,0.16269793927669526,0.35499319840475263,0.3596173729298478,351551,351551,29,0.7093257552130068,0.47275709111471625,0.5592163847648708,41,trial_0134_learning_rate=0.01,completed,[10],0.01,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0135_learning_rate=0.01,cnn,0.16276044988632202,0.34469803918973396,0.3497028264060588,100223,100223,40,0.6734638505048874,0.47275709111471625,0.5322387541281034,37,trial_0135_learning_rate=0.01,completed,[10],0.01,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0136_learning_rate=0.01,cnn,0.16229464161396026,0.35651324674269835,0.36030914304140527,183999,183999,50,0.720514695934976,0.47275709111471625,0.5640769953945148,48,trial_0136_learning_rate=0.01,completed,[10],0.01,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0137_learning_rate=0.01,cnn,0.16268745505809784,0.35555918377704787,0.3602478609426565,351551,351551,28,0.7147602567251202,0.47275709111471625,0.5663577462073008,42,trial_0137_learning_rate=0.01,completed,[10],0.01,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0138_learning_rate=0.01,cnn,0.16200869476795196,0.3487987800149715,0.35486849270129633,100223,100223,50,0.6823154150698102,0.47275709111471625,0.5370561526079396,40,trial_0138_learning_rate=0.01,completed,[10],0.01,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0139_learning_rate=0.01,cnn,0.16267351639270783,0.3554390913177024,0.36134478331983966,183999,183999,50,0.7082442210850772,0.47275709111471625,0.5598559166922867,47,trial_0139_learning_rate=0.01,completed,[10],0.01,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0140_learning_rate=0.01,cnn,0.1626744455099106,0.3549221475573725,0.3611303521853874,351551,351551,28,0.7173046684012384,0.47275709111471625,0.5639857256203321,43,trial_0140_learning_rate=0.01,completed,[10],0.01,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0141_learning_rate=0.01,cnn,0.16262131023406984,0.3438514668579397,0.35070802220112446,100223,100223,35,0.671478700439538,0.47275709111471625,0.5325070370714804,40,trial_0141_learning_rate=0.01,completed,[10],0.01,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0142_learning_rate=0.01,cnn,0.16181474649906158,0.3566421540492143,0.36310888076007575,183999,183999,39,0.7147440794520825,0.47275709111471625,0.5630019364988719,44,trial_0142_learning_rate=0.01,completed,[10],0.01,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0143_learning_rate=0.01,cnn,0.16252699160575867,0.3561104479135136,0.3604403693191251,351551,351551,29,0.7179014525811351,0.47275709111471625,0.5657267752761934,43,trial_0143_learning_rate=0.01,completed,[10],0.01,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0144_learning_rate=1.0e-04,cnn,0.16920868754386903,0.30702686786316463,0.31257904630680594,234623,234623,50,0.5673192554441846,0.47275709111471625,0.5053270730531136,35,trial_0144_learning_rate=1.0e-04,completed,[30],0.0001,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0145_learning_rate=1.0e-04,cnn,0.16818291020393372,0.3171365379690446,0.323959344011202,452799,452799,50,0.608075340833796,0.47275709111471625,0.5477638434361228,40,trial_0145_learning_rate=1.0e-04,completed,[30],0.0001,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0146_learning_rate=1.0e-04,cnn,0.1671518952846527,0.323725568378083,0.3304727136590956,889151,889151,46,0.6475528738484467,0.47275709111471625,0.5851967077953444,50,trial_0146_learning_rate=1.0e-04,completed,[30],0.0001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0147_learning_rate=1.0e-04,cnn,0.16964695358276366,0.3043401213772652,0.3108823873335962,234623,234623,50,0.5731822071942105,0.47275709111471625,0.507964464734525,34,trial_0147_learning_rate=1.0e-04,completed,[30],0.0001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0148_learning_rate=1.0e-04,cnn,0.16853687310218812,0.31683594113254326,0.3233009897223601,452799,452799,50,0.6031344824203009,0.47275709111471625,0.5459683606179645,37,trial_0148_learning_rate=1.0e-04,completed,[30],0.0001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0149_learning_rate=1.0e-04,cnn,0.16723020482063294,0.3225720973063703,0.33037915887630176,889151,889151,47,0.6470624466307492,0.47275709111471625,0.5865279839306639,46,trial_0149_learning_rate=1.0e-04,completed,[30],0.0001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0150_learning_rate=1.0e-04,cnn,0.1693821041584015,0.3069959161676552,0.3134611441709746,234623,234623,50,0.5713322976623805,0.47275709111471625,0.5026235212686327,33,trial_0150_learning_rate=1.0e-04,completed,[30],0.0001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0151_learning_rate=1.0e-04,cnn,0.168476455450058,0.31814926902478585,0.32455903816864584,452799,452799,50,0.6141848593293753,0.47275709111471625,0.5504305723302751,40,trial_0151_learning_rate=1.0e-04,completed,[30],0.0001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0152_learning_rate=1.0e-04,cnn,0.16752680563926697,0.32107033039686994,0.33067079717435577,889151,889151,50,0.6546262400527348,0.47275709111471625,0.5909612508345062,49,trial_0152_learning_rate=1.0e-04,completed,[30],0.0001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0153_learning_rate=1.0e-04,cnn,0.16958754503726958,0.3062577478476286,0.31191155724496383,234623,234623,50,0.5719204798895771,0.47275709111471625,0.5110342656027043,34,trial_0153_learning_rate=1.0e-04,completed,[30],0.0001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0154_learning_rate=1.0e-04,cnn,0.167906902551651,0.3213149802722909,0.3267355515801552,452799,452799,50,0.6042264798022682,0.47275709111471625,0.5444663955269791,40,trial_0154_learning_rate=1.0e-04,completed,[30],0.0001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0155_learning_rate=1.0e-04,cnn,0.16788409912586214,0.3202029688141079,0.3274546891874201,889151,889151,49,0.6503842018905646,0.47275709111471625,0.5851285334080814,49,trial_0155_learning_rate=1.0e-04,completed,[30],0.0001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0156_learning_rate=1.0e-03,cnn,0.16761208510398865,0.32040869847199926,0.324981969644589,234623,234623,40,0.6138424351889686,0.47275709111471625,0.5190755411911339,34,trial_0156_learning_rate=1.0e-03,completed,[30],0.001,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0157_learning_rate=1.0e-03,cnn,0.16570011579990387,0.3349891336219924,0.34028870937442546,452799,452799,33,0.6569093578543124,0.47275709111471625,0.561130085836597,42,trial_0157_learning_rate=1.0e-03,completed,[30],0.001,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0158_learning_rate=1.0e-03,cnn,0.16437750792503356,0.3408368294837549,0.34539330284415065,889151,889151,23,0.6617950948617359,0.47275709111471625,0.5742583110928533,45,trial_0158_learning_rate=1.0e-03,completed,[30],0.001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0159_learning_rate=1.0e-03,cnn,0.16719345939159394,0.324523368035504,0.3270238516490081,234623,234623,39,0.6265404820958125,0.47275709111471625,0.5239550913988723,34,trial_0159_learning_rate=1.0e-03,completed,[30],0.001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0160_learning_rate=1.0e-03,cnn,0.1653031793832779,0.3355763188074052,0.34012540321529044,452799,452799,32,0.6653455688606283,0.47275709111471625,0.5679266670454332,43,trial_0160_learning_rate=1.0e-03,completed,[30],0.001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0161_learning_rate=1.0e-03,cnn,0.16534407532215117,0.3366404178499497,0.3433366208996461,889151,889151,23,0.6570980570632873,0.47275709111471625,0.5727663603341873,43,trial_0161_learning_rate=1.0e-03,completed,[30],0.001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0162_learning_rate=1.0e-03,cnn,0.16732524466514587,0.319927903477792,0.324791790710916,234623,234623,39,0.614667617466499,0.47275709111471625,0.5188397549159738,35,trial_0162_learning_rate=1.0e-03,completed,[30],0.001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0163_learning_rate=1.0e-03,cnn,0.16650971579551696,0.33199453344944463,0.3382157275226387,452799,452799,33,0.6500989881306722,0.47275709111471625,0.5574004678644473,39,trial_0163_learning_rate=1.0e-03,completed,[30],0.001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0164_learning_rate=1.0e-03,cnn,0.16476851630210876,0.33807987216530044,0.3471869748566796,889151,889151,21,0.6576967403660485,0.47275709111471625,0.5720618252437594,44,trial_0164_learning_rate=1.0e-03,completed,[30],0.001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0165_learning_rate=1.0e-03,cnn,0.1677548577785492,0.3173325211244257,0.3226094825396032,234623,234623,35,0.5962640688145989,0.47275709111471625,0.5113639053085773,35,trial_0165_learning_rate=1.0e-03,completed,[30],0.001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0166_learning_rate=1.0e-03,cnn,0.16584524309635162,0.3344742900465972,0.34049818703936735,452799,452799,35,0.6686744249856243,0.47275709111471625,0.56526987834997,45,trial_0166_learning_rate=1.0e-03,completed,[30],0.001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0167_learning_rate=1.0e-03,cnn,0.16502268719673158,0.33735416434005205,0.3447487758787045,889151,889151,23,0.6588111919435055,0.47275709111471625,0.573621618893289,45,trial_0167_learning_rate=1.0e-03,completed,[30],0.001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0168_learning_rate=0.01,cnn,0.16808201277256013,0.31723631927523754,0.32080407323843396,234623,234623,34,0.6060000871251978,0.47275709111471625,0.493810799422036,33,trial_0168_learning_rate=0.01,completed,[30],0.01,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0169_learning_rate=0.01,cnn,0.16577172136306761,0.33284062049855623,0.3365809807536508,452799,452799,24,0.6289454148166571,0.47275709111471625,0.5148345668696281,36,trial_0169_learning_rate=0.01,completed,[30],0.01,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0170_learning_rate=0.01,cnn,0.16753457880020142,0.333448949416015,0.33835075584349744,889151,889151,23,0.6469493858419402,0.47275709111471625,0.5248590510666854,36,trial_0170_learning_rate=0.01,completed,[30],0.01,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0171_learning_rate=0.01,cnn,0.16864837050437928,0.31607700896402574,0.3197717514186767,234623,234623,31,0.6055419387867322,0.47275709111471625,0.4932190035429606,33,trial_0171_learning_rate=0.01,completed,[30],0.01,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0172_learning_rate=0.01,cnn,0.16625263130664825,0.33215536838235143,0.3343014146154516,452799,452799,24,0.6352965279195796,0.47275709111471625,0.5166173208388025,34,trial_0172_learning_rate=0.01,completed,[30],0.01,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0173_learning_rate=0.01,cnn,0.16561565399169922,0.33337238469460706,0.33691321811176234,889151,889151,19,0.6274392120485105,0.47275709111471625,0.5127677618723042,33,trial_0173_learning_rate=0.01,completed,[30],0.01,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0174_learning_rate=0.01,cnn,0.16704860186576842,0.3199059546568867,0.32231501378242544,234623,234623,26,0.6016246183256093,0.47275709111471625,0.4890681373927351,32,trial_0174_learning_rate=0.01,completed,[30],0.01,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0175_learning_rate=0.01,cnn,0.16645007872581483,0.33380700413188524,0.3377260214065996,452799,452799,26,0.6363122392153617,0.47275709111471625,0.5189939640944083,35,trial_0175_learning_rate=0.01,completed,[30],0.01,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0176_learning_rate=0.01,cnn,0.16838650155067444,0.3322443777910037,0.3383329054679447,889151,889151,23,0.6560377867474384,0.47275709111471625,0.534531162569048,38,trial_0176_learning_rate=0.01,completed,[30],0.01,0.0001,[256]
