model_type,test_loss,test_corr,test_fve,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,history,init_state,loo_avg_mean_corr,model_avg_mean_corr,neurons_model_beats_loo_avg,loo_temporal_mean_corr,model_temporal_mean_corr,neurons_model_beats_loo_temporal,kernel_sizes,conv_channels,fc_dims,experiment,status,_arch,error,sweep_name
cnn,0.1749022116661071,0.214351651593433,-827.8396285526336,0.2071361390721713,727871.0,727871.0,39.0,0.5210783562426288,0.0,True,0.4727570911147162,0.2994115443468361,4.0,0.3815135061740875,0.2158980667591095,0.0,[60],[256],[256],trial_0000_kernel_sizes=60_conv_channels=256_fc_dims=256,completed,"{'kernel_sizes': [60], 'conv_channels': [256], 'fc_dims': [256], 'weight_decay': 0}",,multilayer_cnn_nohist_sweep_v2
cnn,0.1736737086772918,0.2120400977429093,-772.0985352046906,0.2137909927471475,405311.0,405311.0,44.0,0.5775799655032783,0.0,True,0.4727570911147162,0.3295422428997871,3.0,0.3815135061740875,0.2133650630712509,0.0,[30],[256],[256],trial_0001_kernel_sizes=30_conv_channels=256_fc_dims=256,completed,"{'kernel_sizes': [30], 'conv_channels': [256], 'fc_dims': [256], 'weight_decay': 0}",,multilayer_cnn_nohist_sweep_v2
cnn,0.171581956744194,0.2158034195097219,-730.7709590366909,0.20800611404314,244031.0,244031.0,43.0,0.6332481369381224,0.0,True,0.4727570911147162,0.3609690196306274,4.0,0.3815135061740875,0.2171936631202697,0.0,[15],[256],[256],trial_0002_kernel_sizes=15_conv_channels=256_fc_dims=256,completed,"{'kernel_sizes': [15], 'conv_channels': [256], 'fc_dims': [256], 'weight_decay': 0}",,multilayer_cnn_nohist_sweep_v2
cnn,0.1728050805330276,0.2077615553318138,-669.900155930292,0.2028368642114011,190271.0,190271.0,47.0,0.6320748437314382,0.0,True,0.4727570911147162,0.3627435730748845,3.0,0.3815135061740875,0.2094128429889679,0.0,[10],[256],[256],trial_0003_kernel_sizes=10_conv_channels=256_fc_dims=256,completed,"{'kernel_sizes': [10], 'conv_channels': [256], 'fc_dims': [256], 'weight_decay': 0}",,multilayer_cnn_nohist_sweep_v2
cnn,0.1737807149887085,0.2061757130463527,-590.2546427287753,0.2028307316982288,136511.0,136511.0,50.0,0.6216271560341802,0.0,True,0.4727570911147162,0.3606440799016462,2.0,0.3815135061740875,0.2074335664510727,0.0,[5],[256],[256],trial_0004_kernel_sizes=5_conv_channels=256_fc_dims=256,completed,"{'kernel_sizes': [5], 'conv_channels': [256], 'fc_dims': [256], 'weight_decay': 0}",,multilayer_cnn_nohist_sweep_v2
cnn,0.1743935086727142,0.2047903867242718,-573.9797514658126,0.1993168225304077,115007.0,115007.0,48.0,0.6302055522958375,0.0,True,0.4727570911147162,0.3655997481540229,2.0,0.3815135061740875,0.2065241634845733,0.0,[3],[256],[256],trial_0005_kernel_sizes=3_conv_channels=256_fc_dims=256,completed,"{'kernel_sizes': [3], 'conv_channels': [256], 'fc_dims': [256], 'weight_decay': 0}",,multilayer_cnn_nohist_sweep_v2
