run_dir,model_type,test_loss,test_corr,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,loo_avg_mean_corr,model_avg_mean_corr,neurons_model_beats_loo_avg,loo_temporal_mean_corr,model_temporal_mean_corr,neurons_model_beats_loo_temporal,experiment,status,kernel_sizes,weight_decay,conv_channels,history
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0000_history=1,cnn,0.16101474452018738,0.28891931849947633,0.29423552473613335,163391,163391,50,0.7650067166955156,0.47275709111471625,0.6172328898554686,53,0.3815135061740875,0.298385888338089,4,trial_0000_history=1,completed,[3],0.0,[256],1
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0001_history=2,cnn,0.1638966327905655,0.275630169643634,0.2834775252348739,163391,163391,50,0.7645768185501642,0.47275709111471625,0.6257205446035086,56,0.3815135061740875,0.28550201654434204,4,trial_0001_history=2,completed,[3],0.0,[256],2
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0002_history=3,cnn,0.16994023728370666,0.234640004034543,0.23452137668110354,163391,163391,50,0.6958138487100399,0.47275709111471625,0.5057330290208294,33,0.3815135061740875,0.24109837412834167,1,trial_0002_history=3,completed,[3],0.0,[256],3
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0003_history=4,cnn,0.17001402521133424,0.23359426418241627,0.2346012331864605,163391,163391,50,0.697890300674996,0.47275709111471625,0.5049847369922055,34,0.3815135061740875,0.24014103412628174,1,trial_0003_history=4,completed,[3],0.0,[256],4
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0004_history=5,cnn,0.17320664870738983,0.21040804658114667,0.2082104509196814,163391,163391,50,0.6451960933704659,0.47275709111471625,0.41759730298266534,14,0.3815135061740875,0.21462588012218475,0,trial_0004_history=5,completed,[3],0.0,[256],5
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0005_history=6,cnn,0.17365674471855164,0.20966771642098148,0.20587091511108177,163391,163391,44,0.6425208930138206,0.47275709111471625,0.41281847140759703,14,0.3815135061740875,0.21389876306056976,1,trial_0005_history=6,completed,[3],0.0,[256],6
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0006_history=10,cnn,0.17371637058258058,0.2104165071599626,0.20728418094231357,163391,163391,50,0.6381837071414133,0.47275709111471625,0.397787786551191,9,0.3815135061740875,0.2142251580953598,1,trial_0006_history=10,completed,[3],0.0,[256],10
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0007_history=20,cnn,0.17345033419132233,0.21673480425868913,0.21676038692901362,163391,163391,50,0.6039620667983122,0.47275709111471625,0.3861702092074033,9,0.3815135061740875,0.22087790071964264,0,trial_0007_history=20,completed,[3],0.0,[256],20
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0008_history=1,cnn,0.1614384273290634,0.2879317383252572,0.2954869545886573,163391,163391,50,0.7612673158658115,0.47275709111471625,0.6126387235277605,52,0.3815135061740875,0.29710155725479126,4,trial_0008_history=1,completed,[3],0.0001,[256],1
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0009_history=2,cnn,0.16396881425380708,0.27551109090828807,0.2834159462247849,163391,163391,50,0.7645040160923521,0.47275709111471625,0.6221556605445586,55,0.3815135061740875,0.2849898636341095,4,trial_0009_history=2,completed,[3],0.0001,[256],2
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0010_history=3,cnn,0.17033852827548981,0.2334517735703432,0.23553083173838815,163391,163391,50,0.6999662190851543,0.47275709111471625,0.5068766902092482,32,0.3815135061740875,0.24013768136501312,1,trial_0010_history=3,completed,[3],0.0001,[256],3
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0011_history=4,cnn,0.16952212500572206,0.23444927191310094,0.2351514398013196,163391,163391,44,0.6877654500776291,0.47275709111471625,0.49911052221382934,32,0.3815135061740875,0.24093106389045715,1,trial_0011_history=4,completed,[3],0.0001,[256],4
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0012_history=5,cnn,0.17319098389148713,0.20983578153660276,0.21018563225837597,163391,163391,43,0.6494664723294142,0.47275709111471625,0.4182171514726706,14,0.3815135061740875,0.2140440195798874,0,trial_0012_history=5,completed,[3],0.0001,[256],5
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0013_history=6,cnn,0.17338807559013367,0.20913315238244912,0.20546507829221325,163391,163391,44,0.6478597624626231,0.47275709111471625,0.41925496894218145,15,0.3815135061740875,0.21353992819786072,1,trial_0013_history=6,completed,[3],0.0001,[256],6
results/hist_cnn_v2_2026-02-16_15-55-59/trial_0014_history=10,cnn,0.17334823429584503,0.20922195682598033,0.20684015680521203,163391,163391,42,0.6384659471793577,0.47275709111471625,0.3995737158030815,11,0.3815135061740875,0.213483065366745,1,trial_0014_history=10,completed,[3],0.0001,[256],10
