run_dir,model_type,batch_avg_test_loss,batch_avg_test_corr,all_test_fve,AR_FVE,AR_test_correlation,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,history,init_state,loo_avg_mean_corr,model_avg_mean_corr,neurons_model_beats_loo_avg,loo_temporal_mean_corr,all_test_corr,neurons_model_beats_loo_temporal,kernel_sizes,conv_channels,fc_dims,slurm_job_id,hostname,wall_time_s,run_id,config_id,experiment
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed0,cnn,0.17015916430950165,0.11669820872527846,0.016438118049076626,,,0.11946464259444563,65727,65727,50,0.4277017896699311,0,True,0.45456832695830385,0.25387432740668836,1,0.31855225563049316,0.11812466382980347,0,[3],[128],[256],6837017,bb3u16c1,283.1,trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed0,94a08d89d0,trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed0
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed1,cnn,0.17023032915592193,0.11637464539396608,0.016453700406210765,,,0.11976262390997379,65727,65727,50,0.43166178709762215,0,True,0.45456832695830385,0.25706197970172884,1,0.31855225563049316,0.11787925660610199,0,[3],[128],[256],6837017,bb3u16c1,284.9,trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed1,94a08d89d0,trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed1
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed2,cnn,0.1701822897195816,0.11673960638711167,0.016098917476714603,,,0.11528259319408181,65727,65727,50,0.4091718085117095,0,True,0.45456832695830385,0.24600297362303872,1,0.31855225563049316,0.11794991791248322,0,[3],[128],[256],6837017,bb3u16c1,255.6,trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed2,94a08d89d0,trial_0000_learning_rate=1.0e-04_kernel_sizes=3_conv_channels=128_fc_dims=256_seed2
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed0,cnn,0.16993569493293761,0.11772176819893448,0.016673554503728472,,,0.11854361400697648,76479,76479,50,0.42727832688133327,0,True,0.45456832695830385,0.2526665188661414,1,0.31855225563049316,0.11902030557394028,0,[5],[128],[256],6837017,bb3u16c1,272.5,trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed0,e1e17fef33,trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed0
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed1,cnn,0.17052032709121703,0.11637479896012828,0.014904111150711302,,,0.11994686775578425,76479,76479,50,0.42362259710827843,0,True,0.45456832695830385,0.2482689993783726,1,0.31855225563049316,0.11752651631832123,0,[5],[128],[256],6837017,bb3u16c1,264.8,trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed1,e1e17fef33,trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed1
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed2,cnn,0.17012751269340515,0.11613142783641903,0.015785931594788083,,,0.11227722115457174,76479,76479,50,0.4310600821919614,0,True,0.45456832695830385,0.25286857143549935,1,0.31855225563049316,0.11726325750350952,0,[5],[128],[256],6837017,bb3u16c1,262.4,trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed2,e1e17fef33,trial_0001_learning_rate=1.0e-04_kernel_sizes=5_conv_channels=128_fc_dims=256_seed2
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed0,cnn,0.1707084492444992,0.10867992824673525,0.013468614646366664,,,0.10976664789231075,103359,103359,50,0.3868439664259008,0,True,0.45456832695830385,0.2194510245656757,1,0.31855225563049316,0.10917267948389053,0,[10],[128],[256],6837017,bb3u16c1,302.1,trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed0,6e57062d13,trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed0
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed1,cnn,0.1713585922718048,0.1020880091150548,0.01109899982573494,,,0.107910362232214,103359,103359,50,0.3838948305724878,0,True,0.45456832695830385,0.21534693918428896,0,0.31855225563049316,0.10240397602319717,0,[10],[128],[256],6837017,bb3u16c1,256.7,trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed1,6e57062d13,trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed1
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed2,cnn,0.1709756087064743,0.10637328229663898,0.012335423439268082,,,0.10176465403304083,103359,103359,50,0.38943362699013817,0,True,0.45456832695830385,0.21891813482757672,0,0.31855225563049316,0.10691209882497787,0,[10],[128],[256],6837017,bb3u16c1,260.3,trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed2,6e57062d13,trial_0002_learning_rate=1.0e-04_kernel_sizes=10_conv_channels=128_fc_dims=256_seed2
/scratch/sb272/patterns5k_results/slurm_base_cnn_2026-03-03_15-12-57/trial_0003_learning_rate=1.0e-04_kernel_sizes=30_conv_channels=256_fc_dims=256_seed0,cnn,0.1714004203081131,0.1162323459816293,0.014861695350162567,,,0.11298812901904703,405311,405311,50,0.2950575934308781,0,True,0.45456832695830385,0.16670257889052245,0,0.31855225563049316,0.1174834594130516,0,[30],[256],[256],6837017,bb3u16c1,411.0,trial_0003_learning_rate=1.0e-04_kernel_sizes=30_conv_channels=256_fc_dims=256_seed0,f68af5481d,trial_0003_learning_rate=1.0e-04_kernel_sizes=30_conv_channels=256_fc_dims=256_seed0
